cflo,human,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_025265210.1,XP_005264329.1,6.00E-50,194,5.00E-56,211
XP_025265213.1,NP_001123574.1,3.00E-93,297,9.00E-94,296
XP_025265213.1,NP_001238863.1,3.00E-93,298,1.00E-93,298
XP_025265213.1,NP_001238864.1,3.00E-93,298,1.00E-93,298
XP_025265213.1,NP_005684.2,2.00E-93,299,2.00E-93,297
XP_025265213.1,XP_005252763.1,2.00E-93,299,2.00E-93,297
XP_025265213.1,XP_011518107.1,2.00E-93,299,2.00E-93,297
XP_025265213.1,XP_024304057.1,3.00E-93,297,9.00E-94,296
XP_025265213.1,XP_024304066.1,3.00E-93,297,9.00E-94,296
XP_025265214.1,NP_001123574.1,3.00E-93,297,9.00E-94,296
XP_025265214.1,NP_001238863.1,3.00E-93,298,1.00E-93,298
XP_025265214.1,NP_001238864.1,3.00E-93,298,1.00E-93,298
XP_025265214.1,NP_005684.2,2.00E-93,299,2.00E-93,297
XP_025265214.1,XP_005252763.1,2.00E-93,299,2.00E-93,297
XP_025265214.1,XP_011518107.1,2.00E-93,299,2.00E-93,297
XP_025265214.1,XP_024304057.1,3.00E-93,297,9.00E-94,296
XP_025265214.1,XP_024304066.1,3.00E-93,297,9.00E-94,296
XP_025265221.1,NP_001074248.1,0,1099,0,1099
XP_025265221.1,NP_001074419.1,0,1099,0,1099
XP_025265221.1,NP_001350784.1,0,1098,0,1098
XP_025265221.1,NP_203693.3,0,1098,0,1098
XP_025265221.1,XP_024306536.1,0,1098,0,1098
XP_025265221.1,XP_024306537.1,0,1098,0,1098
XP_025265222.1,NP_001074248.1,0,1098,0,1098
XP_025265222.1,NP_001074419.1,0,1099,0,1099
XP_025265222.1,NP_001350784.1,0,1099,0,1099
XP_025265222.1,NP_203693.3,0,1100,0,1100
XP_025265222.1,XP_024306536.1,0,1100,0,1100
XP_025265222.1,XP_024306537.1,0,1100,0,1100
XP_025265223.1,NP_001074248.1,0,1098,0,1098
XP_025265223.1,NP_001074419.1,0,1099,0,1099
XP_025265223.1,NP_001350784.1,0,1099,0,1099
XP_025265223.1,NP_203693.3,0,1100,0,1100
XP_025265223.1,XP_024306536.1,0,1100,0,1100
XP_025265223.1,XP_024306537.1,0,1100,0,1100
XP_025265224.1,XP_005251740.1,8.00E-99,323,4.00E-100,325
XP_025265224.1,XP_024303176.1,3.00E-99,323,4.00E-100,324
XP_025265225.1,NP_001008938.1,0,1536,0,1542
XP_025265225.1,NP_055571.2,0,1509,0,1513
XP_025265226.1,NP_001008938.1,0,1536,0,1540
XP_025265226.1,NP_055571.2,0,1507,0,1512
XP_025265227.1,NP_001008938.1,0,1538,0,1548
XP_025265227.1,NP_055571.2,0,1512,0,1522
XP_025265248.1,NP_001268424.1,0,644,0,648
XP_025265248.1,NP_110517.2,0,654,0,656
XP_025265248.1,XP_024307715.1,0,644,0,648
XP_025265251.1,NP_066000.2,0,554,0,546
XP_025265253.1,NP_077026.2,5.00E-118,350,1.00E-122,360
XP_025265253.1,NP_115897.1,2.00E-116,346,1.00E-123,363
XP_025265265.1,NP_001073987.1,5.00E-81,259,1.00E-81,259
XP_025265265.1,XP_011538375.1,7.00E-81,259,2.00E-81,259
XP_025265265.1,XP_011538377.1,5.00E-81,259,1.00E-81,259
XP_025265266.1,NP_000876.3,3.00E-71,259,3.00E-72,260
XP_025265267.1,NP_000876.3,3.00E-71,259,3.00E-72,260
XP_025265268.1,NP_000876.3,2.00E-71,259,3.00E-72,260
XP_025265272.1,NP_001340694.1,6.00E-83,266,1.00E-83,267
XP_025265272.1,XP_024308547.1,6.00E-83,266,1.00E-83,267
XP_025265276.1,NP_001129510.2,7.00E-53,194,1.00E-53,194
XP_025265276.1,NP_001157781.1,6.00E-53,194,1.00E-53,195
XP_025265276.1,NP_001317695.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,NP_001339059.1,1.00E-52,195,3.00E-53,195
XP_025265276.1,NP_001339060.1,1.00E-52,195,3.00E-53,195
XP_025265276.1,NP_001339061.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,NP_001339062.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,NP_001339063.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,NP_001339064.1,7.00E-53,195,2.00E-53,195
XP_025265276.1,NP_001339065.1,8.00E-53,195,2.00E-53,194
XP_025265276.1,NP_001339066.1,8.00E-53,195,2.00E-53,194
XP_025265276.1,NP_001339067.1,9.00E-53,194,2.00E-53,194
XP_025265276.1,NP_001339068.1,9.00E-53,194,2.00E-53,194
XP_025265276.1,NP_001339069.1,9.00E-53,194,2.00E-53,194
XP_025265276.1,NP_001339070.1,9.00E-53,194,2.00E-53,194
XP_025265276.1,NP_001339071.1,7.00E-53,194,1.00E-53,194
XP_025265276.1,NP_001339072.1,7.00E-53,194,1.00E-53,194
XP_025265276.1,NP_001339073.1,7.00E-53,194,1.00E-53,194
XP_025265276.1,NP_001339075.1,6.00E-53,194,1.00E-53,195
XP_025265276.1,NP_001339076.1,9.00E-53,194,2.00E-53,193
XP_025265276.1,NP_001339077.1,9.00E-53,194,2.00E-53,193
XP_025265276.1,NP_001339078.1,9.00E-53,194,2.00E-53,193
XP_025265276.1,NP_060825.2,6.00E-53,194,1.00E-53,195
XP_025265276.1,XP_006723330.1,8.00E-53,196,2.00E-53,195
XP_025265276.1,XP_006723342.1,9.00E-53,194,2.00E-53,193
XP_025265276.1,XP_011525403.1,8.00E-53,195,2.00E-53,194
XP_025265276.1,XP_016882445.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,XP_016882446.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,XP_016882449.1,2.00E-52,194,4.00E-53,194
XP_025265276.1,XP_016882450.1,1.00E-52,194,4.00E-53,194
XP_025265276.1,XP_016882453.1,6.00E-53,194,1.00E-53,195
XP_025265276.1,XP_016882457.1,9.00E-53,194,2.00E-53,193
XP_025265276.1,XP_016882458.1,9.00E-53,194,1.00E-53,194
XP_025265276.1,XP_016882459.1,9.00E-53,194,2.00E-53,194
XP_025265276.1,XP_016882460.1,1.00E-52,194,3.00E-53,194
XP_025265276.1,XP_024307363.1,1.00E-52,196,4.00E-53,195
XP_025265276.1,XP_024307364.1,8.00E-53,196,2.00E-53,195
XP_025265276.1,XP_024307365.1,8.00E-53,196,2.00E-53,195
XP_025265276.1,XP_024307366.1,8.00E-53,196,2.00E-53,195
XP_025265276.1,XP_024307367.1,8.00E-53,196,2.00E-53,195
XP_025265276.1,XP_024307368.1,1.00E-52,195,3.00E-53,195
XP_025265276.1,XP_024307369.1,1.00E-52,194,3.00E-53,194
XP_025265277.1,NP_001123519.1,6.00E-85,274,2.00E-85,273
XP_025265277.1,NP_001350573.1,6.00E-85,274,2.00E-85,273
XP_025265277.1,NP_689928.3,6.00E-85,274,2.00E-85,273
XP_025265278.1,NP_038474.2,4.00E-100,313,8.00E-103,318
XP_025265279.1,NP_038474.2,4.00E-96,303,1.00E-98,307
XP_025265279.1,XP_011514299.1,2.00E-94,296,1.00E-96,300
XP_025265279.1,XP_011514300.1,2.00E-94,296,1.00E-96,300
XP_025265303.1,NP_001354815.1,3.00E-55,201,4.00E-53,193
XP_025265303.1,NP_997194.2,5.00E-52,191,6.00E-51,186
XP_025265303.1,XP_006719757.1,6.00E-53,194,4.00E-51,187
XP_025265304.1,NP_005559.2,3.00E-95,300,1.00E-101,315
XP_025265305.1,NP_005559.2,3.00E-95,300,1.00E-101,315
XP_025265306.1,NP_005559.2,3.00E-95,300,1.00E-101,315
XP_025265307.1,NP_005559.2,3.00E-95,300,6.00E-102,315
XP_025265308.1,NP_005559.2,5.00E-106,327,4.00E-100,310
XP_025265308.1,NP_071758.1,2.00E-107,331,4.00E-103,318
XP_025265311.1,NP_000212.1,9.00E-78,247,1.00E-74,237
XP_025265311.1,XP_005264353.1,2.00E-76,244,2.00E-73,234
XP_025265317.1,XP_016862453.1,0,595,0,594
XP_025265318.1,NP_000089.1,0,619,0,619
XP_025265328.1,NP_689942.2,2.00E-64,219,4.00E-65,219
XP_025265329.1,NP_001182657.1,0,538,0,551
XP_025265329.1,NP_001239581.1,0,538,0,551
XP_025265329.1,NP_004162.2,0,538,0,553
XP_025265329.1,XP_005253124.1,0,538,0,553
XP_025265329.1,XP_011518587.1,0,538,0,552
XP_025265329.1,XP_016873625.1,0,537,0,551
XP_025265329.1,XP_016873626.1,0,538,0,551
XP_025265329.1,XP_016873627.1,0,538,0,551
XP_025265330.1,NP_001182657.1,0,538,0,551
XP_025265330.1,NP_001239581.1,0,538,0,551
XP_025265330.1,NP_004162.2,0,538,0,553
XP_025265330.1,XP_005253124.1,0,538,0,553
XP_025265330.1,XP_011518587.1,0,538,0,552
XP_025265330.1,XP_016873625.1,0,537,0,551
XP_025265330.1,XP_016873626.1,0,538,0,551
XP_025265330.1,XP_016873627.1,0,538,0,551
XP_025265331.1,NP_001025024.1,0,587,0,568
XP_025265331.1,NP_001230066.1,0,577,0,556
XP_025265331.1,NP_001336677.1,0,583,0,564
XP_025265331.1,NP_001336678.1,0,583,0,564
XP_025265331.1,NP_001336679.1,0,583,0,564
XP_025265331.1,NP_001336681.1,0,583,0,564
XP_025265331.1,NP_001336682.1,0,583,0,563
XP_025265331.1,NP_001362991.1,0,583,0,563
XP_025265331.1,NP_001362992.1,0,581,0,561
XP_025265331.1,NP_001362995.1,0,585,0,566
XP_025265331.1,NP_001362996.1,0,583,0,563
XP_025265331.1,NP_001362997.1,0,583,0,563
XP_025265331.1,NP_002596.1,0,577,0,556
XP_025265331.1,NP_003710.1,0,583,0,564
XP_025265331.1,XP_006714789.1,0,583,0,564
XP_025265332.1,NP_001025024.1,0,586,0,567
XP_025265332.1,NP_001230066.1,0,577,0,556
XP_025265332.1,NP_001336677.1,0,582,0,564
XP_025265332.1,NP_001336678.1,0,583,0,564
XP_025265332.1,NP_001336679.1,0,582,0,564
XP_025265332.1,NP_001336681.1,0,582,0,563
XP_025265332.1,NP_001336682.1,0,583,0,563
XP_025265332.1,NP_001362991.1,0,582,0,564
XP_025265332.1,NP_001362992.1,0,580,0,561
XP_025265332.1,NP_001362995.1,0,585,0,566
XP_025265332.1,NP_001362996.1,0,583,0,563
XP_025265332.1,NP_001362997.1,0,583,0,563
XP_025265332.1,NP_002596.1,0,577,0,556
XP_025265332.1,NP_003710.1,0,583,0,564
XP_025265332.1,XP_006714789.1,0,582,0,564
XP_025265333.1,NP_001025024.1,0,568,0,549
XP_025265333.1,NP_001230066.1,0,562,0,541
XP_025265333.1,NP_001336677.1,0,568,0,549
XP_025265333.1,NP_001336678.1,0,568,0,549
XP_025265333.1,NP_001336679.1,0,567,0,548
XP_025265333.1,NP_001336681.1,0,566,0,548
XP_025265333.1,NP_001336682.1,0,568,0,548
XP_025265333.1,NP_001362991.1,0,567,0,548
XP_025265333.1,NP_001362992.1,0,565,0,546
XP_025265333.1,NP_001362995.1,0,567,0,548
XP_025265333.1,NP_001362996.1,0,568,0,548
XP_025265333.1,NP_001362997.1,0,568,0,548
XP_025265333.1,NP_002596.1,0,561,1.00E-180,541
XP_025265333.1,NP_003710.1,0,568,0,548
XP_025265333.1,XP_006714789.1,0,568,0,549
XP_025265360.1,NP_001026.2,0,3128,0,3127
XP_025265360.1,NP_001027.3,0,3003,0,2964
XP_025265360.1,NP_001230925.1,0,3001,0,2964
XP_025265360.1,XP_006711865.1,0,3116,0,3121
XP_025265360.1,XP_006711866.1,0,3116,0,3121
XP_025265360.1,XP_006711867.1,0,3118,0,3119
XP_025265360.1,XP_006711868.1,0,3125,0,3128
XP_025265360.1,XP_006711869.1,0,3124,0,3130
XP_025265360.1,XP_006711870.1,0,3125,0,3128
XP_025265360.1,XP_006711873.1,0,3135,0,3136
XP_025265360.1,XP_011520182.1,0,2993,0,2956
XP_025265360.1,XP_016857517.1,0,3116,0,3120
XP_025265360.1,XP_016877957.1,0,2993,0,2953
XP_025265360.1,XP_016877958.1,0,2992,0,2952
XP_025265360.1,XP_016877959.1,0,2990,0,2955
XP_025265360.1,XP_016877960.1,0,2992,0,2953
XP_025265360.1,XP_016877961.1,0,3000,0,2963
XP_025265360.1,XP_016877962.1,0,2995,0,2957
XP_025265360.1,XP_016877963.1,0,2990,0,2954
XP_025265360.1,XP_016877965.1,0,2992,0,2954
XP_025265360.1,XP_024305783.1,0,2992,0,2952
XP_025265360.1,XP_024305784.1,0,3000,0,2963
XP_025265361.1,NP_001026.2,0,3128,0,3131
XP_025265361.1,NP_001027.3,0,3003,0,2967
XP_025265361.1,NP_001230925.1,0,3001,0,2966
XP_025265361.1,XP_006711865.1,0,3117,0,3124
XP_025265361.1,XP_006711866.1,0,3118,0,3123
XP_025265361.1,XP_006711867.1,0,3117,0,3123
XP_025265361.1,XP_006711868.1,0,3128,0,3131
XP_025265361.1,XP_006711869.1,0,3126,0,3132
XP_025265361.1,XP_006711870.1,0,3125,0,3129
XP_025265361.1,XP_006711873.1,0,3133,0,3136
XP_025265361.1,XP_011520182.1,0,2996,0,2958
XP_025265361.1,XP_016857517.1,0,3117,0,3124
XP_025265361.1,XP_016877957.1,0,2993,0,2957
XP_025265361.1,XP_016877958.1,0,2992,0,2956
XP_025265361.1,XP_016877959.1,0,2991,0,2957
XP_025265361.1,XP_016877960.1,0,2994,0,2957
XP_025265361.1,XP_016877961.1,0,3001,0,2965
XP_025265361.1,XP_016877962.1,0,2996,0,2959
XP_025265361.1,XP_016877963.1,0,2992,0,2957
XP_025265361.1,XP_016877965.1,0,2992,0,2955
XP_025265361.1,XP_024305783.1,0,2993,0,2956
XP_025265361.1,XP_024305784.1,0,3001,0,2966
XP_025265362.1,NP_001026.2,0,3139,0,3143
XP_025265362.1,NP_001027.3,0,3014,0,2977
XP_025265362.1,NP_001230925.1,0,3013,0,2976
XP_025265362.1,XP_006711865.1,0,3132,0,3132
XP_025265362.1,XP_006711866.1,0,3132,0,3133
XP_025265362.1,XP_006711867.1,0,3130,0,3134
XP_025265362.1,XP_006711868.1,0,3141,0,3143
XP_025265362.1,XP_006711869.1,0,3139,0,3140
XP_025265362.1,XP_006711870.1,0,3136,0,3142
XP_025265362.1,XP_006711873.1,0,3146,0,3149
XP_025265362.1,XP_011520182.1,0,3006,0,2971
XP_025265362.1,XP_016857517.1,0,3130,0,3133
XP_025265362.1,XP_016877957.1,0,3004,0,2968
XP_025265362.1,XP_016877958.1,0,3002,0,2968
XP_025265362.1,XP_016877959.1,0,3004,0,2970
XP_025265362.1,XP_016877960.1,0,3003,0,2969
XP_025265362.1,XP_016877961.1,0,3012,0,2976
XP_025265362.1,XP_016877962.1,0,3006,0,2971
XP_025265362.1,XP_016877963.1,0,3004,0,2969
XP_025265362.1,XP_016877965.1,0,3004,0,2967
XP_025265362.1,XP_024305783.1,0,3002,0,2968
XP_025265362.1,XP_024305784.1,0,3012,0,2976
XP_025265363.1,NP_001026.2,0,3140,0,3144
XP_025265363.1,NP_001027.3,0,3014,0,2977
XP_025265363.1,NP_001230925.1,0,3012,0,2977
XP_025265363.1,XP_006711865.1,0,3132,0,3136
XP_025265363.1,XP_006711866.1,0,3133,0,3136
XP_025265363.1,XP_006711867.1,0,3132,0,3136
XP_025265363.1,XP_006711868.1,0,3143,0,3146
XP_025265363.1,XP_006711869.1,0,3141,0,3143
XP_025265363.1,XP_006711870.1,0,3138,0,3142
XP_025265363.1,XP_006711873.1,0,3147,0,3149
XP_025265363.1,XP_011520182.1,0,3006,0,2971
XP_025265363.1,XP_016857517.1,0,3132,0,3137
XP_025265363.1,XP_016877957.1,0,3002,0,2968
XP_025265363.1,XP_016877958.1,0,3002,0,2968
XP_025265363.1,XP_016877959.1,0,3003,0,2969
XP_025265363.1,XP_016877960.1,0,3003,0,2969
XP_025265363.1,XP_016877961.1,0,3011,0,2976
XP_025265363.1,XP_016877962.1,0,3007,0,2972
XP_025265363.1,XP_016877963.1,0,3005,0,2969
XP_025265363.1,XP_016877965.1,0,3004,0,2968
XP_025265363.1,XP_024305783.1,0,3003,0,2968
XP_025265363.1,XP_024305784.1,0,3012,0,2977
XP_025265364.1,NP_001026.2,0,3142,0,3145
XP_025265364.1,NP_001027.3,0,3014,0,2978
XP_025265364.1,NP_001230925.1,0,3013,0,2977
XP_025265364.1,XP_006711865.1,0,3137,0,3138
XP_025265364.1,XP_006711866.1,0,3137,0,3138
XP_025265364.1,XP_006711867.1,0,3135,0,3138
XP_025265364.1,XP_006711868.1,0,3146,0,3147
XP_025265364.1,XP_006711869.1,0,3143,0,3145
XP_025265364.1,XP_006711870.1,0,3140,0,3143
XP_025265364.1,XP_006711873.1,0,3150,0,3151
XP_025265364.1,XP_011520182.1,0,3007,0,2972
XP_025265364.1,XP_016857517.1,0,3135,0,3138
XP_025265364.1,XP_016877957.1,0,3004,0,2969
XP_025265364.1,XP_016877958.1,0,3003,0,2969
XP_025265364.1,XP_016877959.1,0,3004,0,2972
XP_025265364.1,XP_016877960.1,0,3004,0,2970
XP_025265364.1,XP_016877961.1,0,3013,0,2977
XP_025265364.1,XP_016877962.1,0,3008,0,2973
XP_025265364.1,XP_016877963.1,0,3005,0,2971
XP_025265364.1,XP_016877965.1,0,3004,0,2969
XP_025265364.1,XP_024305783.1,0,3004,0,2969
XP_025265364.1,XP_024305784.1,0,3013,0,2977
XP_025265365.1,NP_001026.2,0,3130,0,3130
XP_025265365.1,NP_001027.3,0,3004,0,2965
XP_025265365.1,NP_001230925.1,0,3002,0,2965
XP_025265365.1,XP_006711865.1,0,3118,0,3122
XP_025265365.1,XP_006711866.1,0,3118,0,3122
XP_025265365.1,XP_006711867.1,0,3120,0,3121
XP_025265365.1,XP_006711868.1,0,3127,0,3131
XP_025265365.1,XP_006711869.1,0,3126,0,3132
XP_025265365.1,XP_006711870.1,0,3128,0,3129
XP_025265365.1,XP_006711873.1,0,3137,0,3138
XP_025265365.1,XP_011520182.1,0,2995,0,2958
XP_025265365.1,XP_016857517.1,0,3118,0,3123
XP_025265365.1,XP_016877957.1,0,2993,0,2955
XP_025265365.1,XP_016877958.1,0,2992,0,2955
XP_025265365.1,XP_016877959.1,0,2990,0,2957
XP_025265365.1,XP_016877960.1,0,2992,0,2956
XP_025265365.1,XP_016877961.1,0,3001,0,2964
XP_025265365.1,XP_016877962.1,0,2995,0,2959
XP_025265365.1,XP_016877963.1,0,2990,0,2955
XP_025265365.1,XP_016877965.1,0,2991,0,2955
XP_025265365.1,XP_024305783.1,0,2992,0,2955
XP_025265365.1,XP_024305784.1,0,3001,0,2965
XP_025265366.1,NP_001026.2,0,3114,0,3117
XP_025265366.1,NP_001027.3,0,2992,0,2958
XP_025265366.1,NP_001230925.1,0,2991,0,2957
XP_025265366.1,XP_006711865.1,0,3105,0,3110
XP_025265366.1,XP_006711866.1,0,3104,0,3110
XP_025265366.1,XP_006711867.1,0,3106,0,3108
XP_025265366.1,XP_006711868.1,0,3110,0,3117
XP_025265366.1,XP_006711869.1,0,3110,0,3115
XP_025265366.1,XP_006711870.1,0,3113,0,3114
XP_025265366.1,XP_006711873.1,0,3122,0,3121
XP_025265366.1,XP_011520182.1,0,2986,0,2949
XP_025265366.1,XP_016857517.1,0,3104,0,3110
XP_025265366.1,XP_016877957.1,0,2982,0,2945
XP_025265366.1,XP_016877958.1,0,2982,0,2945
XP_025265366.1,XP_016877959.1,0,2978,0,2947
XP_025265366.1,XP_016877960.1,0,2982,0,2946
XP_025265366.1,XP_016877961.1,0,2991,0,2956
XP_025265366.1,XP_016877962.1,0,2987,0,2949
XP_025265366.1,XP_016877963.1,0,2980,0,2946
XP_025265366.1,XP_016877965.1,0,2981,0,2945
XP_025265366.1,XP_024305783.1,0,2981,0,2946
XP_025265366.1,XP_024305784.1,0,2991,0,2956
XP_025265367.1,NP_001026.2,0,3142,0,3144
XP_025265367.1,NP_001027.3,0,3015,0,2978
XP_025265367.1,NP_001230925.1,0,3014,0,2978
XP_025265367.1,XP_006711865.1,0,3135,0,3138
XP_025265367.1,XP_006711866.1,0,3137,0,3138
XP_025265367.1,XP_006711867.1,0,3132,0,3139
XP_025265367.1,XP_006711868.1,0,3143,0,3146
XP_025265367.1,XP_006711869.1,0,3142,0,3144
XP_025265367.1,XP_006711870.1,0,3141,0,3143
XP_025265367.1,XP_006711873.1,0,3150,0,3152
XP_025265367.1,XP_011520182.1,0,3006,0,2972
XP_025265367.1,XP_016857517.1,0,3135,0,3138
XP_025265367.1,XP_016877957.1,0,3004,0,2969
XP_025265367.1,XP_016877958.1,0,3004,0,2968
XP_025265367.1,XP_016877959.1,0,3004,0,2971
XP_025265367.1,XP_016877960.1,0,3004,0,2970
XP_025265367.1,XP_016877961.1,0,3013,0,2978
XP_025265367.1,XP_016877962.1,0,3006,0,2973
XP_025265367.1,XP_016877963.1,0,3005,0,2970
XP_025265367.1,XP_016877965.1,0,3004,0,2970
XP_025265367.1,XP_024305783.1,0,3004,0,2969
XP_025265367.1,XP_024305784.1,0,3013,0,2978
XP_025265368.1,NP_001026.2,0,3143,0,3144
XP_025265368.1,NP_001027.3,0,3016,0,2979
XP_025265368.1,NP_001230925.1,0,3013,0,2978
XP_025265368.1,XP_006711865.1,0,3137,0,3135
XP_025265368.1,XP_006711866.1,0,3137,0,3135
XP_025265368.1,XP_006711867.1,0,3135,0,3137
XP_025265368.1,XP_006711868.1,0,3144,0,3145
XP_025265368.1,XP_006711869.1,0,3144,0,3144
XP_025265368.1,XP_006711870.1,0,3143,0,3144
XP_025265368.1,XP_006711873.1,0,3150,0,3151
XP_025265368.1,XP_011520182.1,0,3008,0,2972
XP_025265368.1,XP_016857517.1,0,3137,0,3138
XP_025265368.1,XP_016877957.1,0,3004,0,2971
XP_025265368.1,XP_016877958.1,0,3004,0,2970
XP_025265368.1,XP_016877959.1,0,3004,0,2971
XP_025265368.1,XP_016877960.1,0,3004,0,2971
XP_025265368.1,XP_016877961.1,0,3013,0,2976
XP_025265368.1,XP_016877962.1,0,3008,0,2973
XP_025265368.1,XP_016877963.1,0,3005,0,2971
XP_025265368.1,XP_016877965.1,0,3004,0,2971
XP_025265368.1,XP_024305783.1,0,3004,0,2971
XP_025265368.1,XP_024305784.1,0,3013,0,2978
XP_025265369.1,NP_001026.2,0,3143,0,3145
XP_025265369.1,NP_001027.3,0,3015,0,2979
XP_025265369.1,NP_001230925.1,0,3013,0,2978
XP_025265369.1,XP_006711865.1,0,3137,0,3136
XP_025265369.1,XP_006711866.1,0,3137,0,3135
XP_025265369.1,XP_006711867.1,0,3136,0,3137
XP_025265369.1,XP_006711868.1,0,3146,0,3145
XP_025265369.1,XP_006711869.1,0,3144,0,3143
XP_025265369.1,XP_006711870.1,0,3142,0,3145
XP_025265369.1,XP_006711873.1,0,3149,0,3152
XP_025265369.1,XP_011520182.1,0,3007,0,2974
XP_025265369.1,XP_016857517.1,0,3137,0,3139
XP_025265369.1,XP_016877957.1,0,3003,0,2971
XP_025265369.1,XP_016877958.1,0,3003,0,2970
XP_025265369.1,XP_016877959.1,0,3005,0,2971
XP_025265369.1,XP_016877960.1,0,3003,0,2971
XP_025265369.1,XP_016877961.1,0,3013,0,2976
XP_025265369.1,XP_016877962.1,0,3008,0,2974
XP_025265369.1,XP_016877963.1,0,3005,0,2971
XP_025265369.1,XP_016877965.1,0,3004,0,2971
XP_025265369.1,XP_024305783.1,0,3003,0,2970
XP_025265369.1,XP_024305784.1,0,3013,0,2978
XP_025265370.1,NP_001026.2,0,3139,0,3143
XP_025265370.1,NP_001027.3,0,3014,0,2976
XP_025265370.1,NP_001230925.1,0,3013,0,2977
XP_025265370.1,XP_006711865.1,0,3130,0,3133
XP_025265370.1,XP_006711866.1,0,3132,0,3133
XP_025265370.1,XP_006711867.1,0,3129,0,3134
XP_025265370.1,XP_006711868.1,0,3140,0,3141
XP_025265370.1,XP_006711869.1,0,3138,0,3141
XP_025265370.1,XP_006711870.1,0,3137,0,3142
XP_025265370.1,XP_006711873.1,0,3146,0,3148
XP_025265370.1,XP_011520182.1,0,3006,0,2971
XP_025265370.1,XP_016857517.1,0,3131,0,3133
XP_025265370.1,XP_016877957.1,0,3003,0,2968
XP_025265370.1,XP_016877958.1,0,3003,0,2968
XP_025265370.1,XP_016877959.1,0,3002,0,2970
XP_025265370.1,XP_016877960.1,0,3003,0,2969
XP_025265370.1,XP_016877961.1,0,3012,0,2976
XP_025265370.1,XP_016877962.1,0,3007,0,2971
XP_025265370.1,XP_016877963.1,0,3004,0,2969
XP_025265370.1,XP_016877965.1,0,3004,0,2968
XP_025265370.1,XP_024305783.1,0,3003,0,2968
XP_025265370.1,XP_024305784.1,0,3012,0,2976
XP_025265371.1,NP_001026.2,0,3139,0,3141
XP_025265371.1,NP_001027.3,0,3014,0,2977
XP_025265371.1,NP_001230925.1,0,3012,0,2977
XP_025265371.1,XP_006711865.1,0,3132,0,3130
XP_025265371.1,XP_006711866.1,0,3132,0,3131
XP_025265371.1,XP_006711867.1,0,3132,0,3132
XP_025265371.1,XP_006711868.1,0,3141,0,3140
XP_025265371.1,XP_006711869.1,0,3140,0,3138
XP_025265371.1,XP_006711870.1,0,3138,0,3140
XP_025265371.1,XP_006711873.1,0,3147,0,3148
XP_025265371.1,XP_011520182.1,0,3006,0,2971
XP_025265371.1,XP_016857517.1,0,3132,0,3133
XP_025265371.1,XP_016877957.1,0,3002,0,2969
XP_025265371.1,XP_016877958.1,0,3002,0,2969
XP_025265371.1,XP_016877959.1,0,3003,0,2969
XP_025265371.1,XP_016877960.1,0,3002,0,2969
XP_025265371.1,XP_016877961.1,0,3011,0,2976
XP_025265371.1,XP_016877962.1,0,3006,0,2971
XP_025265371.1,XP_016877963.1,0,3003,0,2969
XP_025265371.1,XP_016877965.1,0,3003,0,2969
XP_025265371.1,XP_024305783.1,0,3002,0,2969
XP_025265371.1,XP_024305784.1,0,3011,0,2977
XP_025265372.1,NP_001026.2,0,3139,0,3143
XP_025265372.1,NP_001027.3,0,3014,0,2978
XP_025265372.1,NP_001230925.1,0,3012,0,2977
XP_025265372.1,XP_006711865.1,0,3133,0,3135
XP_025265372.1,XP_006711866.1,0,3133,0,3135
XP_025265372.1,XP_006711867.1,0,3133,0,3135
XP_025265372.1,XP_006711868.1,0,3142,0,3143
XP_025265372.1,XP_006711869.1,0,3142,0,3142
XP_025265372.1,XP_006711870.1,0,3140,0,3143
XP_025265372.1,XP_006711873.1,0,3147,0,3150
XP_025265372.1,XP_011520182.1,0,3006,0,2972
XP_025265372.1,XP_016857517.1,0,3133,0,3136
XP_025265372.1,XP_016877957.1,0,3001,0,2969
XP_025265372.1,XP_016877958.1,0,3001,0,2969
XP_025265372.1,XP_016877959.1,0,3003,0,2970
XP_025265372.1,XP_016877960.1,0,3002,0,2969
XP_025265372.1,XP_016877961.1,0,3012,0,2977
XP_025265372.1,XP_016877962.1,0,3006,0,2972
XP_025265372.1,XP_016877963.1,0,3004,0,2970
XP_025265372.1,XP_016877965.1,0,3003,0,2969
XP_025265372.1,XP_024305783.1,0,3002,0,2969
XP_025265372.1,XP_024305784.1,0,3012,0,2977
XP_025265373.1,NP_001026.2,0,3139,0,3142
XP_025265373.1,NP_001027.3,0,3011,0,2974
XP_025265373.1,NP_001230925.1,0,3009,0,2975
XP_025265373.1,XP_006711865.1,0,3131,0,3133
XP_025265373.1,XP_006711866.1,0,3131,0,3134
XP_025265373.1,XP_006711867.1,0,3130,0,3134
XP_025265373.1,XP_006711868.1,0,3139,0,3143
XP_025265373.1,XP_006711869.1,0,3138,0,3141
XP_025265373.1,XP_006711870.1,0,3137,0,3141
XP_025265373.1,XP_006711873.1,0,3147,0,3147
XP_025265373.1,XP_011520182.1,0,3003,0,2968
XP_025265373.1,XP_016857517.1,0,3130,0,3135
