"human_name","human_ID","mouse_ID","drosophila_ID","baboon_ID","rat_ID","zebrafish_ID","anopheles_ID","aedes_ID","cflo_ID"
NA,"SRRM1","ENSMUSG00000070704","FBgn0040259","ENSPANG00000016342","ENSRNOG00000033045","ENSDARG00000105482","AGAP012885","AAEL000942",NA
"hydroxymethylglutaryl-CoA lyase, mitochondrial isoform 1 precursor","HMGCL","ENSMUSG00000070704","FBgn0038886","ENSPANG00000007326","ENSRNOG00000010386","ENSDARG00000105355","AGAP012885","AAEL011972","LOC105258777"
"UDP-glucose 4-epimerase","GALE","ENSMUSG00000054630","FBgn0040262","ENSPANG00000024942","ENSRNOG00000022146","ENSDARG00000105409","AGAP012885","AAEL003837","LOC105250466"
"acyl-protein thioesterase 2, acyl-protein thioesterase 2 isoform X3","LYPLA2","ENSMUSG00000054630","FBgn0026754","ENSPANG00000000452","ENSRNOG00000052845","ENSDARG00000101114","AGAP012885","AAEL013736","LOC105253052"
"PITH domain-containing protein 1","PITHD1","ENSMUSG00000054630","FBgn0040259","ENSPANG00000004935","ENSRNOG00000051758","ENSDARG00000075366","AGAP012885",NA,"LOC105252716"
NA,"ELOA3","ENSMUSG00000054630","FBgn0038886","ENSPANG00000001099","ENSRNOG00000060492","ENSDARG00000088420","AGAP012885","AAEL003532",NA
NA,"ELOA3C","ENSMUSG00000057425","FBgn0026315","ENSPANG00000010870","ENSRNOG00000059748","ENSDARG00000086555","AGAP012885","AAEL010254",NA
NA,"ELOA2","ENSMUSG00000035780","FBgn0040262","ENSPANG00000010249","ENSRNOG00000052594","ENSDARG00000090149","AGAP012885","AAEL000924",NA
NA,"ELOA3B","ENSMUSG00000035780","FBgn0026754","ENSPANG00000011987","ENSRNOG00000048317","ENSDARG00000087543","AGAP012885","AAEL001177",NA
"elongin-A3 member D","ELOA3D","ENSMUSG00000035780","FBgn0040259","ENSPANG00000000725","ENSRNOG00000030736","ENSDARG00000097103","AGAP012885","AAEL003125","LOC105251701"
"60S ribosomal protein L11 isoform 1, 60S ribosomal protein L11 isoform 2","RPL11","ENSMUSG00000035780","FBgn0038886","ENSPANG00000020232","ENSRNOG00000052555","ENSDARG00000089737","AGAP012885",NA,"LOC105248203"
"zinc finger protein 436 isoform 1, zinc finger protein 436 isoform 2","ZNF436","ENSMUSG00000061906","FBgn0040262","ENSPANG00000017760","ENSRNOG00000033045","ENSDARG00000087670","AGAP012885","AAEL006080","LOC105256380"
"lysine-specific histone demethylase 1A isoform a, lysine-specific histone demethylase 1A isoform c, lysine-specific histone demethylase 1A isoform b, lysine-specific histone demethylase 1A isoform X2, lysine-specific histone demethylase 1A isoform X1","KDM1A","ENSMUSG00000061906","FBgn0026754","ENSPANG00000010201","ENSRNOG00000010386","ENSDARG00000090941","AGAP012885","AAEL000042","LOC105253997"
"ephrin type-B receptor 2 isoform 4 precursor, ephrin type-B receptor 2 isoform 2 precursor, ephrin type-B receptor 2 isoform 1 precursor, ephrin type-B receptor 2 isoform X1","EPHB2","ENSMUSG00000061906","FBgn0040259","ENSPANG00000010201","ENSRNOG00000022146","ENSDARG00000076930","AGAP012885",NA,"LOC105259214"
NA,"AL031281.2","ENSMUSG00000061906","FBgn0038886","ENSPANG00000007826","ENSRNOG00000052845","ENSDARG00000090591","AGAP012885","AAEL004237",NA
"basement membrane-specific heparan sulfate proteoglycan core protein isoform a precursor, basement membrane-specific heparan sulfate proteoglycan core protein isoform b precursor, basement membrane-specific heparan sulfate proteoglycan core protein isoform X2, basement membrane-specific heparan sulfate proteoglycan core protein isoform X3, basement membrane-specific heparan sulfate proteoglycan core protein isoform X4","HSPG2","ENSMUSG00000106677","FBgn0040262","ENSPANG00000018458","ENSRNOG00000051758","ENSDARG00000091446","AGAP012885","AAEL012355","LOC105256736"
"endothelin-converting enzyme 1 isoform 3, endothelin-converting enzyme 1 isoform 4, endothelin-converting enzyme 1 isoform 2, endothelin-converting enzyme 1 isoform 1, endothelin-converting enzyme 1 isoform X2, endothelin-converting enzyme 1 isoform X1","ECE1","ENSMUSG00000106677","FBgn0026754","ENSPANG00000008820","ENSRNOG00000060492","ENSDARG00000089823","AGAP012573","AAEL007494","LOC105250229"
NA,"KIF17","ENSMUSG00000106677","FBgn0040259","ENSPANG00000008820","ENSRNOG00000059748","ENSDARG00000091011","AGAP012573","AAEL003976",NA
"dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit precursor","DDOST","ENSMUSG00000106677","FBgn0038886","ENSPANG00000011027","ENSRNOG00000052594","ENSDARG00000087472","AGAP012573",NA,"LOC105250753"
"cytidine deaminase","CDA","ENSMUSG00000029268","FBgn0040262","ENSPANG00000010198","ENSRNOG00000048317","ENSDARG00000089044","AGAP012573","AAEL009268","LOC105256947"
"mitochondrial ubiquitin ligase activator of NFKB 1, mitochondrial ubiquitin ligase activator of NFKB 1 isoform X1","MUL1","ENSMUSG00000029268","FBgn0026754","ENSPANG00000022090","ENSRNOG00000030736","ENSDARG00000089684","AGAP012573","AAEL010403","LOC105253936"
NA,"MINOS1","ENSMUSG00000029268","FBgn0040259","ENSPANG00000004961","ENSRNOG00000052555","ENSDARG00000070285","AGAP012573","AAEL001144",NA
"F-actin-capping protein subunit beta isoform 2, F-actin-capping protein subunit beta isoform 4, F-actin-capping protein subunit beta isoform 1, F-actin-capping protein subunit beta isoform X2, F-actin-capping protein subunit beta isoform X1","CAPZB","ENSMUSG00000029268","FBgn0038886","ENSPANG00000022149","ENSRNOG00000033045","ENSDARG00000087236","AGAP012573","AAEL004559","LOC105251539"
"mRNA turnover protein 4 homolog","MRTO4","ENSMUSG00000029273","FBgn0265052","ENSPANG00000016304","ENSRNOG00000010386","ENSDARG00000061547","AGAP012573",NA,"LOC105248033"
"E3 ubiquitin-protein ligase UBR4, E3 ubiquitin-protein ligase UBR4 isoform X1, E3 ubiquitin-protein ligase UBR4 isoform X2, E3 ubiquitin-protein ligase UBR4 isoform X3, E3 ubiquitin-protein ligase UBR4 isoform X4, E3 ubiquitin-protein ligase UBR4 isoform X5, E3 ubiquitin-protein ligase UBR4 isoform X6, E3 ubiquitin-protein ligase UBR4 isoform X7, E3 ubiquitin-protein ligase UBR4 isoform X9, E3 ubiquitin-protein ligase UBR4 isoform X10, E3 ubiquitin-protein ligase UBR4 isoform X12, E3 ubiquitin-protein ligase UBR4 isoform X13, E3 ubiquitin-protein ligase UBR4 isoform X17, E3 ubiquitin-protein ligase UBR4 isoform X8, E3 ubiquitin-protein ligase UBR4 isoform X11, E3 ubiquitin-protein ligase UBR4 isoform X14, E3 ubiquitin-protein ligase UBR4 isoform X15, E3 ubiquitin-protein ligase UBR4 isoform X16, E3 ubiquitin-protein ligase UBR4 isoform X19, E3 ubiquitin-protein ligase UBR4 isoform X21, E3 ubiquitin-protein ligase UBR4 isoform X18, E3 ubiquitin-protein ligase UBR4 isoform X20","UBR4","ENSMUSG00000064156","FBgn0051626","ENSPANG00000009495","ENSRNOG00000022146","ENSDARG00000105352","AGAP012573","AAEL006068","LOC105257568"
"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial isoform b, delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial isoform a precursor","ALDH4A1","ENSMUSG00000070697","FBgn0029755",NA,"ENSRNOG00000052845","ENSDARG00000101249","AGAP012573","AAEL004917","LOC105250811"
"protein RCC2","RCC2","ENSMUSG00000006262","FBgn0038965","ENSPANG00000017845","ENSRNOG00000051758","ENSDARG00000099920","AGAP012573","AAEL009172","LOC105256596"
"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial precursor","SDHB","ENSMUSG00000035505","FBgn0035960","ENSPANG00000018302","ENSRNOG00000060492","ENSDARG00000086614","AGAP012573","AAEL009191","LOC105250273"
NA,"CROCC","ENSMUSG00000055204","FBgn0016920","ENSPANG00000016371","ENSRNOG00000059748","ENSDARG00000105353","AGAP012573","AAEL015233",NA
NA,"ZBTB17","ENSMUSG00000029376","FBgn0010222","ENSPANG00000017581","ENSRNOG00000052594","ENSDARG00000105382","AGAP012573","AAEL003546",NA
NA,"SPEN","ENSMUSG00000029405","FBgn0015778","ENSPANG00000011022","ENSRNOG00000048317","ENSDARG00000105318","AGAP012573","AAEL008950",NA
NA,"SLC25A34","ENSMUSG00000029407","FBgn0040087",NA,"ENSRNOG00000030736","ENSDARG00000105376","AGAP012573",NA,NA
NA,"SLC25A34","ENSMUSG00000029410","FBgn0265959",NA,"ENSRNOG00000052555","ENSDARG00000105482","AGAP012573",NA,NA
NA,"SLC25A34","ENSMUSG00000029415","FBgn0033379","ENSPANG00000006246","ENSRNOG00000033045","ENSDARG00000105355","AGAP012573","AAEL010066",NA
NA,"RSC1A1","ENSMUSG00000034826","FBgn0033737","ENSPANG00000006246","ENSRNOG00000010386","ENSDARG00000105409","AGAP012573","AAEL010066",NA
"EF-hand domain-containing protein D2","EFHD2","ENSMUSG00000029426","FBgn0035290","ENSPANG00000004189","ENSRNOG00000022146","ENSDARG00000101114","AGAP012573","AAEL004991","LOC105257991"
NA,"KAZN","ENSMUSG00000050050","FBgn0013765","ENSPANG00000021917","ENSRNOG00000052845","ENSDARG00000075366","AGAP012573","AAEL012279",NA
"vacuolar protein sorting-associated protein 13D isoform 1, vacuolar protein sorting-associated protein 13D isoform 2","VPS13D","ENSMUSG00000058013","FBgn0026361","ENSPANG00000004701","ENSRNOG00000051758","ENSDARG00000088420","AGAP012573","AAEL007847","LOC105256607"
NA,"ZNF34","ENSMUSG00000058013","FBgn0014029","ENSPANG00000018885","ENSRNOG00000060492","ENSDARG00000086555","AGAP012573","AAEL011112",NA
NA,"ZNF34","ENSMUSG00000034724","FBgn0011725","ENSPANG00000013407","ENSRNOG00000059748","ENSDARG00000090149","AGAP002691","AAEL011112",NA
NA,"ZNF34","ENSMUSG00000029486","FBgn0037566","ENSPANG00000010291","ENSRNOG00000052594","ENSDARG00000087543","AGAP012416","AAEL007563",NA
"mitofusin-2, mitofusin-2 isoform X1","MFN2","ENSMUSG00000055725","FBgn0038256","ENSPANG00000014470","ENSRNOG00000048317","ENSDARG00000097103","AGAP009016","AAEL007563","LOC105253002"
"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform 2 precursor, procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform 1 precursor","PLOD1","ENSMUSG00000046000","FBgn0263251","ENSPANG00000020308","ENSRNOG00000030736","ENSDARG00000089737","AGAP006365","AAEL008693","LOC105249535"
"type-1 angiotensin II receptor-associated protein isoform a","AGTRAP","ENSMUSG00000050553","FBgn0025592","ENSPANG00000015728","ENSRNOG00000052555","ENSDARG00000087670","AGAP007812","AAEL011256","LOC105257489"
"mitotic spindle assembly checkpoint protein MAD2B, mitotic spindle assembly checkpoint protein MAD2B isoform X1","MAD2L2","ENSMUSG00000057816","FBgn0038122","ENSPANG00000008052","ENSRNOG00000033045","ENSDARG00000090941","AGAP002394","AAEL002107","LOC105257557"
"ubiA prenyltransferase domain-containing protein 1 isoform 1","UBIAD1","ENSMUSG00000089809","FBgn0037188","ENSPANG00000013405","ENSRNOG00000010386","ENSDARG00000076930","AGAP002758","AAEL003670","LOC105259030"
"serine/threonine-protein kinase mTOR, serine/threonine-protein kinase mTOR isoform X1","MTOR","ENSMUSG00000000568","FBgn0263396","ENSPANG00000017057","ENSRNOG00000022146","ENSDARG00000090591","AGAP011252","AAEL006180","LOC105256945"
"spermidine synthase","SRM","ENSMUSG00000029328","FBgn0263396","ENSPANG00000018059","ENSRNOG00000052845","ENSDARG00000091446","AGAP008195","AAEL007323","LOC105254451"
"TAR DNA-binding protein 43, TAR DNA-binding protein 43 isoform X1","TARDBP","ENSMUSG00000029326","FBgn0037305","ENSPANG00000018059","ENSRNOG00000051758","ENSDARG00000089823",NA,"AAEL012629","LOC105257957"
"TAR DNA-binding protein 43, TAR DNA-binding protein 43 isoform X1","TARDBP","ENSMUSG00000035325","FBgn0033339","ENSPANG00000018059","ENSRNOG00000060492","ENSDARG00000091011","AGAP012717","AAEL005730","LOC105257957"
"peroxisomal membrane protein PEX14, peroxisomal membrane protein PEX14 isoform X1","PEX14","ENSMUSG00000035297","FBgn0027054","ENSPANG00000018059","ENSRNOG00000059748","ENSDARG00000087472","AGAP001015","AAEL014958","LOC105257869"
"6-phosphogluconate dehydrogenase, decarboxylating isoform 3, 6-phosphogluconate dehydrogenase, decarboxylating isoform 1","PGD","ENSMUSG00000029319","FBgn0037574","ENSPANG00000018059","ENSRNOG00000052594","ENSDARG00000089044","AGAP005847","AAEL004625","LOC105256452"
"kinesin-like protein KIF1B isoform c, kinesin-like protein KIF1B isoform b","KIF1B","ENSMUSG00000035266","FBgn0002899","ENSPANG00000018059","ENSRNOG00000048317","ENSDARG00000089684","AGAP006654","AAEL005495","LOC105252876"
"ubiquitin conjugation factor E4 B isoform 1, ubiquitin conjugation factor E4 B isoform 2, ubiquitin conjugation factor E4 B isoform X1, ubiquitin conjugation factor E4 B isoform X2, ubiquitin conjugation factor E4 B isoform X3, ubiquitin conjugation factor E4 B isoform X6","UBE4B","ENSMUSG00000016833","FBgn0039765","ENSPANG00000018059","ENSRNOG00000030736","ENSDARG00000070285","AGAP006654",NA,"LOC105256946"
NA,"NMNAT1","ENSMUSG00000029314","FBgn0034971","ENSPANG00000018059","ENSRNOG00000052555","ENSDARG00000087236","AGAP006654","AAEL005962",NA
"calsyntenin-1 isoform 1 precursor, calsyntenin-1 isoform 3 precursor, calsyntenin-1 isoform 2 precursor","CLSTN1","ENSMUSG00000035187","FBgn0000576","ENSPANG00000018059","ENSRNOG00000033045","ENSDARG00000061547","AGAP006654","AAEL011187","LOC105248718"
"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform 2, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform 3, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform 1, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X3, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X1, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X2, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X4, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X5","PIK3CD","ENSMUSG00000029330","FBgn0010350","ENSPANG00000018059","ENSRNOG00000010386","ENSDARG00000105352","AGAP006654","AAEL002912","LOC105253109"
"carbonic anhydrase 6 isoform 1 precursor, carbonic anhydrase 6 isoform 2 precursor, carbonic anhydrase 6 isoform X2, carbonic anhydrase 6 isoform X1","CA6","ENSMUSG00000043940","FBgn0043362","ENSPANG00000018059","ENSRNOG00000022146","ENSDARG00000101249","AGAP006654",NA,"LOC105254023"
"alpha-enolase isoform 3, alpha-enolase isoform 1","ENO1","ENSMUSG00000046709","FBgn0000229","ENSPANG00000018059","ENSRNOG00000052845","ENSDARG00000099920","AGAP006654","AAEL007080","LOC105248408"
NA,"SLC45A1","ENSMUSG00000029321","FBgn0030756","ENSPANG00000018059","ENSRNOG00000051758","ENSDARG00000086614","AGAP006654","AAEL000854",NA
"protein/nucleic acid deglycase DJ-1, protein/nucleic acid deglycase DJ-1 isoform X1","PARK7","ENSMUSG00000029313","FBgn0041111","ENSPANG00000018059","ENSRNOG00000060492","ENSDARG00000105353","AGAP001146","AAEL012561","LOC105254489"
"protein/nucleic acid deglycase DJ-1, protein/nucleic acid deglycase DJ-1 isoform X1","PARK7","ENSMUSG00000029310","FBgn0036648",NA,"ENSRNOG00000059748","ENSDARG00000105382","AGAP005091","AAEL003801","LOC105254489"
NA,"CAMTA1","ENSMUSG00000079065","FBgn0031390",NA,"ENSRNOG00000052594","ENSDARG00000105318","AGAP005088",NA,NA
"dnaJ homolog subfamily C member 11","DNAJC11","ENSMUSG00000029283","FBgn0032677","ENSPANG00000018452","ENSRNOG00000048317","ENSDARG00000105376",NA,"AAEL004064","LOC105251510"
NA,"HES2","ENSMUSG00000029283","FBgn0028360",NA,"ENSRNOG00000030736","ENSDARG00000105482","AGAP002858","AAEL002694",NA
NA,"HES2","ENSMUSG00000033794","FBgn0052699",NA,"ENSRNOG00000052555","ENSDARG00000105355","AGAP012288",NA,NA
NA,"HES2","ENSMUSG00000029276","FBgn0050496","ENSPANG00000011780","ENSRNOG00000033045","ENSDARG00000105409","AGAP000823","AAEL007019",NA
"protein-S-isoprenylcysteine O-methyltransferase","ICMT","ENSMUSG00000029275","FBgn0000233",NA,"ENSRNOG00000010386","ENSDARG00000101114","AGAP004937","AAEL002377","LOC105256735"
"chromodomain-helicase-DNA-binding protein 5","CHD5","ENSMUSG00000058558","FBgn0064225","ENSPANG00000007987","ENSRNOG00000022146","ENSDARG00000075366","AGAP002219",NA,"LOC105251521"
"voltage-gated potassium channel subunit beta-2 isoform 1, voltage-gated potassium channel subunit beta-2 isoform 3, voltage-gated potassium channel subunit beta-2 isoform 2, voltage-gated potassium channel subunit beta-2 isoform X4, voltage-gated potassium channel subunit beta-2 isoform X1, voltage-gated potassium channel subunit beta-2 isoform X2, voltage-gated potassium channel subunit beta-2 isoform X5, voltage-gated potassium channel subunit beta-2 isoform 4","KCNAB2","ENSMUSG00000063406","FBgn0264389","ENSPANG00000001165","ENSRNOG00000052845","ENSDARG00000088420","AGAP002305","AAEL010143","LOC105251979"
"centrosomal protein of 104 kDa, centrosomal protein of 104 kDa isoform X2, centrosomal protein of 104 kDa isoform X3, centrosomal protein of 104 kDa isoform X1","CEP104","ENSMUSG00000029265","FBgn0028926","ENSPANG00000017314","ENSRNOG00000051758","ENSDARG00000086555","AGAP001328","AAEL010559","LOC105258018"
NA,"MEGF6","ENSMUSG00000029263","FBgn0033187",NA,"ENSRNOG00000060492","ENSDARG00000090149","AGAP008497","AAEL008800",NA
"membrane metallo-endopeptidase-like 1, membrane metallo-endopeptidase-like 1 isoform X1, membrane metallo-endopeptidase-like 1 isoform X2, membrane metallo-endopeptidase-like 1 isoform X3, membrane metallo-endopeptidase-like 1 isoform X6","MMEL1","ENSMUSG00000033623","FBgn0002283","ENSPANG00000020307","ENSRNOG00000059748","ENSDARG00000087543","AGAP006451","AAEL001610","LOC105253023"
"peroxisome biogenesis factor 10 isoform 2","PEX10","ENSMUSG00000062234","FBgn0037218","ENSPANG00000024239","ENSRNOG00000052594","ENSDARG00000097103",NA,"AAEL008605","LOC105255941"
"protein RER1","RER1","ENSMUSG00000004815","FBgn0051140","ENSPANG00000019415","ENSRNOG00000048317","ENSDARG00000089737","AGAP000248","AAEL007331","LOC105258081"
"guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 isoform 1, guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 isoform X1","GNB1","ENSMUSG00000033540","FBgn0032343","ENSPANG00000009640","ENSRNOG00000030736","ENSDARG00000087670","AGAP006141","AAEL012493","LOC105251133"
"NAD kinase isoform 1, NAD kinase isoform 2, NAD kinase isoform 3, NAD kinase isoform 4, NAD kinase isoform X5","NADK","ENSMUSG00000090015","FBgn0038047","ENSPANG00000011832","ENSRNOG00000052555","ENSDARG00000090941","AGAP007524","AAEL008250","LOC105249420"
"NAD kinase isoform 1, NAD kinase isoform 2, NAD kinase isoform 3, NAD kinase isoform 4, NAD kinase isoform X5","NADK","ENSMUSG00000033434","FBgn0039339","ENSPANG00000007917","ENSRNOG00000033045","ENSDARG00000076930","AGAP007046",NA,"LOC105249420"
"E3 ubiquitin-protein ligase MIB2 isoform 2, E3 ubiquitin-protein ligase MIB2 isoform 3, E3 ubiquitin-protein ligase MIB2 isoform 1, E3 ubiquitin-protein ligase MIB2 isoform X15, E3 ubiquitin-protein ligase MIB2 isoform X17, E3 ubiquitin-protein ligase MIB2 isoform X18, E3 ubiquitin-protein ligase MIB2 isoform X19, E3 ubiquitin-protein ligase MIB2 isoform X22, E3 ubiquitin-protein ligase MIB2 isoform X20, E3 ubiquitin-protein ligase MIB2 isoform X24","MIB2","ENSMUSG00000029500","FBgn0035004",NA,"ENSRNOG00000010386","ENSDARG00000090591","AGAP001874",NA,"LOC105253223"
"RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72","ENSMUSG00000029500","FBgn0023517","ENSPANG00000009064","ENSRNOG00000022146","ENSDARG00000091446","AGAP001138","AAEL012409","LOC105254796"
"ATPase family AAA domain-containing protein 3A isoform 2, ATPase family AAA domain-containing protein 3A isoform 3, ATPase family AAA domain-containing protein 3A isoform 1, ATPase family AAA domain-containing protein 3A isoform X1","ATAD3A","ENSMUSG00000029499","FBgn0035252","ENSPANG00000011079","ENSRNOG00000052845","ENSDARG00000089823","AGAP009782",NA,"LOC105249333"
"39S ribosomal protein L20, mitochondrial isoform 1","MRPL20","ENSMUSG00000007080","FBgn0264326","ENSPANG00000023377","ENSRNOG00000051758","ENSDARG00000091011","AAB87764.1","AAEL012545","LOC105253130"
"ceramide-1-phosphate transfer protein, ceramide-1-phosphate transfer protein isoform X1","CPTP","ENSMUSG00000029504","FBgn0004556",NA,"ENSRNOG00000060492","ENSDARG00000087472","AGAP004876","AAEL001940","LOC105249415"
"integrator complex subunit 11 isoform 1, integrator complex subunit 11 isoform 2, integrator complex subunit 11 isoform X1, integrator complex subunit 11 isoform X2","INTS11","ENSMUSG00000029505","FBgn0020306",NA,"ENSRNOG00000059748","ENSDARG00000089044","AGAP004876","AAEL003654","LOC105256091"
"tRNA pseudouridine synthase-like 1 isoform 2","PUSL1","ENSMUSG00000029507","FBgn0038811","ENSPANG00000013366","ENSRNOG00000052594","ENSDARG00000089684","AAB87764.1","AAEL004567","LOC105257326"
"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3, arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 isoform X6, arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 isoform X1, arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 isoform X5","ACAP3","ENSMUSG00000043510","FBgn0263606","ENSPANG00000014087","ENSRNOG00000048317","ENSDARG00000070285","AGAP004876",NA,"LOC105251778"
"beta-1,3-galactosyltransferase 6","B3GALT6","ENSMUSG00000029521","FBgn0019686",NA,"ENSRNOG00000030736","ENSDARG00000087236","AGAP004876","AAEL004676","LOC105255994"
"45 kDa calcium-binding protein isoform 2 precursor","SDF4","ENSMUSG00000033209","FBgn0262719",NA,"ENSRNOG00000052555","ENSDARG00000061547","AAB87764.1",NA,"LOC105252913"
NA,"KLHL17","ENSMUSG00000050017","FBgn0262468",NA,"ENSRNOG00000033045","ENSDARG00000105352","AGAP004876","AAEL009380",NA
NA,"NOC2L","ENSMUSG00000029344","FBgn0086674",NA,"ENSRNOG00000010386","ENSDARG00000101249","AGAP004876","AAEL004559",NA
"cyclin-dependent kinase 6, cyclin-dependent kinase 6 isoform X1","CDK6","ENSMUSG00000029345","FBgn0024191",NA,"ENSRNOG00000022146","ENSDARG00000099920","AAB87764.1",NA,"LOC105249672"
NA,"PEX1","ENSMUSG00000029346","FBgn0038582",NA,"ENSRNOG00000052845","ENSDARG00000086614","AGAP004876","AAEL005082",NA
NA,NA,"ENSMUSG00000042249","FBgn0260798",NA,"ENSRNOG00000051758","ENSDARG00000105353","AGAP004876","AAEL014192",NA
"frizzled-1","FZD1","ENSMUSG00000042216","FBgn0031116","ENSPANG00000003493","ENSRNOG00000060492","ENSDARG00000105382","AAB87764.1","AAEL002428","LOC105252529"
"cyclin-dependent kinase 14 isoform a, cyclin-dependent kinase 14 isoform c, cyclin-dependent kinase 14 isoform b","CDK14","ENSMUSG00000042216","FBgn0052506","ENSPANG00000002793","ENSRNOG00000059748","ENSDARG00000105318","AGAP004876","AAEL000706","LOC105248762"
"GTP-binding protein 10 isoform 2","GTPBP10","ENSMUSG00000053334","FBgn0263278","ENSPANG00000003493","ENSRNOG00000052594","ENSDARG00000105376","AGAP004876","AAEL000978","LOC105254775"
"solute carrier family 25 member 40","SLC25A40","ENSMUSG00000025825","FBgn0037637","ENSPANG00000002793","ENSRNOG00000048317","ENSDARG00000105482","AGAP011766","AAEL005857","LOC105250777"
"solute carrier family 25 member 40","SLC25A40","ENSMUSG00000004530","FBgn0265935","ENSPANG00000003493","ENSRNOG00000030736","ENSDARG00000105355","AGAP000254","AAEL014523","LOC105250777"
"ATP-dependent translocase ABCB1 isoform 2, ATP-dependent translocase ABCB1 isoform 1","ABCB1","ENSMUSG00000042096","FBgn0031860","ENSPANG00000002793","ENSRNOG00000052555","ENSDARG00000105409","AGAP005127","AAEL003957","LOC105256714"
"ATP-dependent translocase ABCB1 isoform 2, ATP-dependent translocase ABCB1 isoform 1","ABCB1","ENSMUSG00000042078","FBgn0034956","ENSPANG00000003493","ENSRNOG00000033045","ENSDARG00000101114","AGAP008200","AAEL003758","LOC105256714"
"ATP-dependent translocase ABCB1 isoform 2, ATP-dependent translocase ABCB1 isoform 1","ABCB1","ENSMUSG00000029592","FBgn0029819","ENSPANG00000002793","ENSRNOG00000010386","ENSDARG00000075366","AAT92557.1",NA,"LOC105256714"
"ATP-dependent translocase ABCB1 isoform 2, ATP-dependent translocase ABCB1 isoform 1","ABCB1","ENSMUSG00000042010","FBgn0033246","ENSPANG00000003493","ENSRNOG00000022146","ENSDARG00000088420","AGAP007902","AAEL003786","LOC105256714"
"ATP-dependent translocase ABCB1 isoform 2, ATP-dependent translocase ABCB1 isoform 1","ABCB1","ENSMUSG00000066952","FBgn0010246","ENSPANG00000002793","ENSRNOG00000052845","ENSDARG00000086555","AGAP000792","AAEL007484","LOC105256714"
"ATP-dependent translocase ABCB1 isoform 2, ATP-dependent translocase ABCB1 isoform 1","ABCB1","ENSMUSG00000001098","FBgn0033017","ENSPANG00000003493","ENSRNOG00000051758","ENSDARG00000090149","AGAP000577","AAEL014489","LOC105256714"
"phosphatidylcholine translocator ABCB4 isoform A, phosphatidylcholine translocator ABCB4 isoform B, phosphatidylcholine translocator ABCB4 isoform C, phosphatidylcholine translocator ABCB4 isoform X1, phosphatidylcholine translocator ABCB4 isoform X2, phosphatidylcholine translocator ABCB4 isoform X3, phosphatidylcholine translocator ABCB4 isoform X7, phosphatidylcholine translocator ABCB4 isoform X6","ABCB4","ENSMUSG00000029577","FBgn0035953","ENSPANG00000002793","ENSRNOG00000060492","ENSDARG00000087543","AAW50310.1",NA,"LOC105256714"
"phosphatidylcholine translocator ABCB4 isoform A, phosphatidylcholine translocator ABCB4 isoform B, phosphatidylcholine translocator ABCB4 isoform C, phosphatidylcholine translocator ABCB4 isoform X1, phosphatidylcholine translocator ABCB4 isoform X2, phosphatidylcholine translocator ABCB4 isoform X3, phosphatidylcholine translocator ABCB4 isoform X7, phosphatidylcholine translocator ABCB4 isoform X6","ABCB4","ENSMUSG00000041939","FBgn0061359","ENSPANG00000003493","ENSRNOG00000059748","ENSDARG00000097103","AGAP008816",NA,"LOC105256714"
"phosphatidylcholine translocator ABCB4 isoform A, phosphatidylcholine translocator ABCB4 isoform B, phosphatidylcholine translocator ABCB4 isoform C, phosphatidylcholine translocator ABCB4 isoform X1, phosphatidylcholine translocator ABCB4 isoform X2, phosphatidylcholine translocator ABCB4 isoform X3, phosphatidylcholine translocator ABCB4 isoform X7, phosphatidylcholine translocator ABCB4 isoform X6","ABCB4","ENSMUSG00000011884","FBgn0030641","ENSPANG00000002793","ENSRNOG00000052594","ENSDARG00000089737","AGAP004850","AAEL009373","LOC105256714"
NA,"CROT","ENSMUSG00000041890","FBgn0033539","ENSPANG00000003493","ENSRNOG00000048317","ENSDARG00000087670","AGAP008265","AAEL009383",NA
