"mouse_ID","drosophila_ID","orthotype_mouse_drosophila","omagroup_mouse_drosophila"
"ENSMUSG00000029647","FBgn0035397","1:1",NA
"ENSMUSG00000029648","FBgn0032006","n:1",549682
"ENSMUSG00000029649","FBgn0032884","1:1",852870
"ENSMUSG00000041313","FBgn0036493","n:m",NA
"ENSMUSG00000041313","FBgn0036764","n:m",NA
"ENSMUSG00000041298","FBgn0040208","n:1",848771
"ENSMUSG00000029657","FBgn0026418","n:1",547053
"ENSMUSG00000051950","FBgn0031765","1:1",NA
"ENSMUSG00000053368","FBgn0039354","n:1",NA
"ENSMUSG00000056602","FBgn0016081","n:1",NA
"ENSMUSG00000034021","FBgn0260012","n:1",547042
"ENSMUSG00000033970","FBgn0028700","1:1",546965
"ENSMUSG00000001376","FBgn0034271","1:1",671245
"ENSMUSG00000023964","FBgn0052843","n:m",NA
"ENSMUSG00000023964","FBgn0030437","n:m",NA
"ENSMUSG00000032757","FBgn0260857","1:1",797383
"ENSMUSG00000015189","FBgn0029685","1:1",671440
"ENSMUSG00000004631","FBgn0032013","n:1",NA
"ENSMUSG00000029757","FBgn0067861","n:m",NA
"ENSMUSG00000029757","FBgn0053497","n:m",NA
"ENSMUSG00000029757","FBgn0052823","n:m",685503
"ENSMUSG00000029757","FBgn0003654","n:m",NA
"ENSMUSG00000015112","FBgn0028646","n:1",NA
"ENSMUSG00000042541","FBgn0266666","1:1",738284
"ENSMUSG00000029754","FBgn0025776","1:1",NA
"ENSMUSG00000042460","FBgn0032078","1:1",NA
"ENSMUSG00000042447","FBgn0031399","1:1",840726
"ENSMUSG00000029632","FBgn0052230","1:1",309386
"ENSMUSG00000032625","FBgn0051619","1:1",NA
"ENSMUSG00000042742","FBgn0035035","1:1",NA
"ENSMUSG00000015733","FBgn0034577","n:1",723030
"ENSMUSG00000029534","FBgn0037026","n:1",849992
"ENSMUSG00000010796","FBgn0033273","1:1",548695
"ENSMUSG00000044155","FBgn0035271","1:1",514883
"ENSMUSG00000060882","FBgn0005564","n:1",NA
"ENSMUSG00000029695","FBgn0025687","1:1",522079
"ENSMUSG00000017978","FBgn0053653","n:1",NA
"ENSMUSG00000029700","FBgn0036816","n:m",NA
"ENSMUSG00000029700","FBgn0064119","n:m",NA
"ENSMUSG00000029700","FBgn0260466","n:m",NA
"ENSMUSG00000046192","FBgn0038960","1:1",824595
"ENSMUSG00000023089","FBgn0047038","1:1",763430
"ENSMUSG00000029684","FBgn0024273","n:1",547794
"ENSMUSG00000039841","FBgn0030240","1:1",NA
"ENSMUSG00000029708","FBgn0037881","1:1",548355
"ENSMUSG00000001424","FBgn0035121","1:1",810246
"ENSMUSG00000029701","FBgn0260456","1:1",857268
"ENSMUSG00000003500","FBgn0003204","n:1",865148
"ENSMUSG00000029767","FBgn0025682","n:1",547761
"ENSMUSG00000068699","FBgn0014141","n:1",552420
"ENSMUSG00000004285","FBgn0262512","1:1",752065
"ENSMUSG00000012535","FBgn0031456","1:1",846978
"ENSMUSG00000001763","FBgn0037848","1:m",NA
"ENSMUSG00000001763","FBgn0040334","1:m",641205
"ENSMUSG00000029772","FBgn0035371","n:1",861671
"ENSMUSG00000039629","FBgn0035437","n:1",NA
"ENSMUSG00000039159","FBgn0029996","1:1",547187
"ENSMUSG00000029782","FBgn0036710","1:1",855850
"ENSMUSG00000071553","FBgn0031930","n:m",NA
"ENSMUSG00000071553","FBgn0032143","n:m",NA
"ENSMUSG00000071553","FBgn0032144","n:m",539177
"ENSMUSG00000039070","FBgn0031930","n:m",NA
"ENSMUSG00000039070","FBgn0032143","n:m",539179
"ENSMUSG00000039070","FBgn0032144","n:m",NA
"ENSMUSG00000054446","FBgn0031930","n:m",NA
"ENSMUSG00000054446","FBgn0032143","n:m",NA
"ENSMUSG00000054446","FBgn0032144","n:m",NA
"ENSMUSG00000025607","FBgn0028968","n:1",NA
"ENSMUSG00000025609","FBgn0033757","1:1",804968
"ENSMUSG00000029765","FBgn0025741","n:1",NA
"ENSMUSG00000029763","FBgn0266672","1:1",696541
"ENSMUSG00000018999","FBgn0029849","1:1",665210
"ENSMUSG00000001642","FBgn0086254","n:1",798229
"ENSMUSG00000029762","FBgn0086254","n:1",NA
"ENSMUSG00000061758","FBgn0086254","n:1",NA
"ENSMUSG00000052131","FBgn0086254","n:1",NA
"ENSMUSG00000029847","FBgn0037807","n:1",NA
"ENSMUSG00000038759","FBgn0031078","1:1",651142
"ENSMUSG00000029840","FBgn0051715","1:m",549487
"ENSMUSG00000029840","FBgn0030982","1:m",NA
"ENSMUSG00000038665","FBgn0261549","n:1",518125
"ENSMUSG00000029833","FBgn0023097","n:1",NA
"ENSMUSG00000056832","FBgn0038358","1:1",834528
"ENSMUSG00000038538","FBgn0005596","1:1",826038
"ENSMUSG00000019689","FBgn0083953","1:1",844841
"ENSMUSG00000029823","FBgn0036734","n:1",547652
"ENSMUSG00000029922","FBgn0029152","1:1",NA
"ENSMUSG00000002413","FBgn0003079","n:1",NA
"ENSMUSG00000029918","FBgn0038426","1:1",800015
"ENSMUSG00000029916","FBgn0260750","1:1",856982
"ENSMUSG00000029911","FBgn0010438","1:1",711294
"ENSMUSG00000029868","FBgn0036414","n:1",548296
"ENSMUSG00000036899","FBgn0036414","n:1",NA
"ENSMUSG00000029863","FBgn0026404","1:1",533549
"ENSMUSG00000029862","FBgn0051116","n:1",NA
"ENSMUSG00000029735","FBgn0037942","1:1",856396
"ENSMUSG00000039419","FBgn0013997","n:1",NA
"ENSMUSG00000029686","FBgn0015509","1:1",833362
"ENSMUSG00000029687","FBgn0000629","n:1",838613
"ENSMUSG00000039347","FBgn0028664","n:m",NA
"ENSMUSG00000039347","FBgn0035521","n:m",NA
"ENSMUSG00000039347","FBgn0028663","n:m",NA
"ENSMUSG00000039347","FBgn0038458","n:m",NA
"ENSMUSG00000029814","FBgn0262735","n:1",NA
"ENSMUSG00000029817","FBgn0003742","n:1",NA
"ENSMUSG00000038388","FBgn0250785","n:1",794786
"ENSMUSG00000063694","FBgn0000409","n:1",NA
"ENSMUSG00000004980","FBgn0004237","n:m",NA
"ENSMUSG00000004980","FBgn0001215","n:m",548448
"ENSMUSG00000029836","FBgn0030082","n:1",551498
"ENSMUSG00000000938","FBgn0052521","1:1",NA
"ENSMUSG00000029776","FBgn0034390","1:1",853365
"ENSMUSG00000052955","FBgn0038738","1:1",718676
"ENSMUSG00000004633","FBgn0045843","1:1",NA
"ENSMUSG00000019124","FBgn0037472","n:1",NA
"ENSMUSG00000002797","FBgn0052196","1:m",845413
"ENSMUSG00000002797","FBgn0036787","1:m",NA
"ENSMUSG00000029777","FBgn0027088","1:1",866126
"ENSMUSG00000003476","FBgn0033744","n:m",657321
"ENSMUSG00000003476","FBgn0033932","n:m",NA
"ENSMUSG00000004655","FBgn0033635","n:1",799148
"ENSMUSG00000004347","FBgn0264815","n:1",NA
"ENSMUSG00000091625","FBgn0035675","1:1",857828
"ENSMUSG00000029787","FBgn0030499","1:1",709246
"ENSMUSG00000029780","FBgn0034988","n:1",845767
"ENSMUSG00000029804","FBgn0035207","n:1",NA
"ENSMUSG00000029920","FBgn0032157","1:1",548842
"ENSMUSG00000029910","FBgn0035640","1:1",848161
"ENSMUSG00000036402","FBgn0004921","n:1",NA
"ENSMUSG00000036371","FBgn0024183","n:1",548945
"ENSMUSG00000053604","FBgn0050410","1:1",858778
"ENSMUSG00000031668","FBgn0037327","1:1",830880
"ENSMUSG00000002222","FBgn0034573","n:1",851654
"ENSMUSG00000053119","FBgn0037231","1:1",775715
"ENSMUSG00000052337","FBgn0019960","1:1",548621
"ENSMUSG00000063884","FBgn0033816","1:1",849519
"ENSMUSG00000049553","FBgn0019938","1:1",846710
"ENSMUSG00000056305","FBgn0030969","1:1",826768
"ENSMUSG00000055850","FBgn0038627","1:1",500933
"ENSMUSG00000053460","FBgn0035245","1:1",807371
"ENSMUSG00000053907","FBgn0005278","n:1",859297
"ENSMUSG00000052861","FBgn0013809","1:1",529441
"ENSMUSG00000052738","FBgn0004888","1:1",735405
"ENSMUSG00000056197","FBgn0039876","n:1",NA
"ENSMUSG00000063063","FBgn0010215","n:1",681413
"ENSMUSG00000030045","FBgn0037608","1:1",808493
"ENSMUSG00000000693","FBgn0034660","1:1",550515
"ENSMUSG00000068329","FBgn0038233","1:1",NA
"ENSMUSG00000030036","FBgn0030289","1:1",496960
"ENSMUSG00000031865","FBgn0001108","1:1",547272
"ENSMUSG00000005667","FBgn0010222","n:1",863425
"ENSMUSG00000043131","FBgn0038965","n:1",NA
"ENSMUSG00000006906","FBgn0039773","n:1",542355
"ENSMUSG00000014748","FBgn0034849","1:1",709300
"ENSMUSG00000034744","FBgn0038321","1:1",784775
"ENSMUSG00000045896","FBgn0038100","n:1",NA
"ENSMUSG00000033769","FBgn0266674","n:1",797150
"ENSMUSG00000033735","FBgn0014032","1:1",NA
"ENSMUSG00000033706","FBgn0038869","1:1",771973
"ENSMUSG00000030008","FBgn0034803","1:1",823773
"ENSMUSG00000030007","FBgn0037632","1:1",636214
"ENSMUSG00000030000","FBgn0263391","n:1",NA
"ENSMUSG00000057497","FBgn0034362","1:m",NA
"ENSMUSG00000057497","FBgn0034363","1:m",759417
"ENSMUSG00000057278","FBgn0261791","n:1",NA
"ENSMUSG00000071337","FBgn0005649","1:1",547862
"ENSMUSG00000051695","FBgn0262737","n:1",550001
"ENSMUSG00000001158","FBgn0021895","1:1",547650
"ENSMUSG00000001157","FBgn0005695","n:1",831247
"ENSMUSG00000029993","FBgn0053502","1:m",756031
"ENSMUSG00000029993","FBgn0052857","1:m",NA
"ENSMUSG00000029993","FBgn0052500","1:m",NA
"ENSMUSG00000029992","FBgn0027341","n:m",678063
"ENSMUSG00000029992","FBgn0039580","n:m",NA
"ENSMUSG00000090891","FBgn0051901","1:1",NA
"ENSMUSG00000030055","FBgn0015793","1:1",522163
"ENSMUSG00000107928","FBgn0037550","n:1",NA
"ENSMUSG00000030056","FBgn0037550","n:1",NA
"ENSMUSG00000030057","FBgn0034802","n:1",547372
"ENSMUSG00000030058","FBgn0028968","n:1",792925
"ENSMUSG00000030060","FBgn0037656","1:1",842768
"ENSMUSG00000079477","FBgn0015795","1:1",NA
"ENSMUSG00000030062","FBgn0053303","1:1",NA
"ENSMUSG00000030079","FBgn0040078","1:1",862826
"ENSMUSG00000030082","FBgn0086357","n:1",863074
"ENSMUSG00000002870","FBgn0014861","1:1",780750
"ENSMUSG00000030084","FBgn0025741","n:1",NA
"ENSMUSG00000056643","FBgn0032618","n:1",NA
"ENSMUSG00000030091","FBgn0266580","n:1",719141
"ENSMUSG00000034245","FBgn0051119","1:1",812418
"ENSMUSG00000030093","FBgn0004360","n:1",NA
"ENSMUSG00000034203","FBgn0260468","1:1",699934
"ENSMUSG00000030095","FBgn0035825","1:1",639254
"ENSMUSG00000034192","FBgn0051184","1:1",803789
"ENSMUSG00000030098","FBgn0029830","n:1",NA
"ENSMUSG00000034083","FBgn0038583","1:1",665673
"ENSMUSG00000014551","FBgn0030572","1:1",842343
"ENSMUSG00000030022","FBgn0038341","n:1",548583
"ENSMUSG00000045095","FBgn0034590","1:1",NA
"ENSMUSG00000045100","FBgn0039357","1:1",497991
"ENSMUSG00000030029","FBgn0034083","n:1",NA
"ENSMUSG00000061838","FBgn0029118","1:1",766906
"ENSMUSG00000035245","FBgn0264672","1:1",531424
"ENSMUSG00000030059","FBgn0259736","1:1",NA
"ENSMUSG00000030061","FBgn0263697","1:1",755016
"ENSMUSG00000035199","FBgn0032704","n:1",NA
"ENSMUSG00000093661","FBgn0039622","1:1",NA
"ENSMUSG00000052144","FBgn0030208","1:1",550494
"ENSMUSG00000030075","FBgn0037240","n:1",NA
"ENSMUSG00000030092","FBgn0037240","n:1",NA
"ENSMUSG00000064293","FBgn0037240","n:1",NA
"ENSMUSG00000013736","FBgn0037369","1:1",854402
"ENSMUSG00000005362","FBgn0037780","1:1",816526
"ENSMUSG00000030101","FBgn0035102","1:1",711017
"ENSMUSG00000030102","FBgn0010051","n:1",548357
"ENSMUSG00000030105","FBgn0037551","n:1",775026
"ENSMUSG00000042873","FBgn0262624","n:1",835070
"ENSMUSG00000001632","FBgn0033155","n:1",689495
"ENSMUSG00000030271","FBgn0027864","1:1",790254
"ENSMUSG00000030272","FBgn0016126","n:1",547303
"ENSMUSG00000048930","FBgn0030891","1:1",681362
"ENSMUSG00000079426","FBgn0031781","1:1",844769
"ENSMUSG00000030276","FBgn0031853","n:1",NA
"ENSMUSG00000051256","FBgn0037374","1:1",833320
"ENSMUSG00000030286","FBgn0032292","1:1",831235
"ENSMUSG00000034023","FBgn0038827","1:1",714213
"ENSMUSG00000033940","FBgn0061198","1:1",641424
"ENSMUSG00000030298","FBgn0024509","1:1",546964
"ENSMUSG00000030302","FBgn0259214","n:1",NA
"ENSMUSG00000030310","FBgn0039915","1:1",788726
"ENSMUSG00000030314","FBgn0034366","1:1",851821
"ENSMUSG00000030316","FBgn0067628","1:1",854387
"ENSMUSG00000009394","FBgn0004575","n:1",NA
"ENSMUSG00000030317","FBgn0025879","n:1",NA
"ENSMUSG00000068011","FBgn0031413","1:1",811497
"ENSMUSG00000000441","FBgn0003079","n:1",550495
"ENSMUSG00000057841","FBgn0002626","1:1",748041
"ENSMUSG00000030323","FBgn0265102","1:1",835999
"ENSMUSG00000030126","FBgn0037443","n:1",845100
"ENSMUSG00000024104","FBgn0034529","1:1",548490
"ENSMUSG00000107906","FBgn0037573","n:1",NA
"ENSMUSG00000042079","FBgn0259139","n:1",NA
"ENSMUSG00000030134","FBgn0037188","n:1",NA
"ENSMUSG00000042042","FBgn0033500","n:1",844701
"ENSMUSG00000030138","FBgn0036686","1:1",659144
"ENSMUSG00000051331","FBgn0001991","n:1",NA
"ENSMUSG00000041460","FBgn0261041","n:1",NA
"ENSMUSG00000055003","FBgn0261674","1:1",548594
"ENSMUSG00000030168","FBgn0038984","n:1",NA
"ENSMUSG00000030019","FBgn0020257","1:1",551987
"ENSMUSG00000030172","FBgn0038535","n:1",NA
"ENSMUSG00000041377","FBgn0038079","n:1",739860
"ENSMUSG00000030180","FBgn0031759","n:1",685572
"ENSMUSG00000019210","FBgn0015324","1:1",848169
"ENSMUSG00000003153","FBgn0264574","n:1",NA
"ENSMUSG00000030327","FBgn0030791","1:1",766692
"ENSMUSG00000005069","FBgn0023516","1:1",NA
"ENSMUSG00000008153","FBgn0039928","n:1",NA
"ENSMUSG00000004270","FBgn0026630","1:1",525807
"ENSMUSG00000004268","FBgn0029714","1:1",844365
"ENSMUSG00000004264","FBgn0010551","1:1",547021
"ENSMUSG00000072772","FBgn0031403","1:1",813180
"ENSMUSG00000004267","FBgn0000579","n:1",NA
"ENSMUSG00000023456","FBgn0086355","1:1",833662
"ENSMUSG00000038429","FBgn0035402","n:1",NA
"ENSMUSG00000030127","FBgn0028836","n:1",NA
"ENSMUSG00000030330","FBgn0032516","n:1",NA
"ENSMUSG00000063870","FBgn0262519","n:1",NA
"ENSMUSG00000057666","FBgn0001091","n:m",NA
"ENSMUSG00000057666","FBgn0001092","n:m",861378
"ENSMUSG00000038252","FBgn0039680","1:1",861975
"ENSMUSG00000030337","FBgn0003660","n:m",NA
"ENSMUSG00000030337","FBgn0013342","n:m",NA
"ENSMUSG00000067702","FBgn0003884","n:m",NA
"ENSMUSG00000067702","FBgn0003885","n:m",696186
"ENSMUSG00000047976","FBgn0003380","n:1",NA
"ENSMUSG00000030347","FBgn0039589","1:1",831227
"ENSMUSG00000030350","FBgn0037834","n:1",749102
"ENSMUSG00000030357","FBgn0029174","n:1",547441
"ENSMUSG00000030188","FBgn0002736","n:1",NA
"ENSMUSG00000067543","FBgn0035544","1:1",NA
"ENSMUSG00000107874","FBgn0030540","1:1",NA
"ENSMUSG00000030143","FBgn0035547","1:1",NA
"ENSMUSG00000030201","FBgn0000119","n:1",548953
"ENSMUSG00000030204","FBgn0032919","1:1",546843
"ENSMUSG00000047104","FBgn0037432","n:1",NA
"ENSMUSG00000094973","FBgn0037573","n:1",NA
"ENSMUSG00000045291","FBgn0023528","n:1",NA
"ENSMUSG00000096010","FBgn0053909","n:m",NA
"ENSMUSG00000096010","FBgn0051611","n:m",NA
"ENSMUSG00000096010","FBgn0053907","n:m",NA
"ENSMUSG00000096010","FBgn0053905","n:m",NA
"ENSMUSG00000096010","FBgn0053903","n:m",NA
"ENSMUSG00000096010","FBgn0053901","n:m",681433
"ENSMUSG00000096010","FBgn0053899","n:m",NA
"ENSMUSG00000096010","FBgn0053897","n:m",NA
"ENSMUSG00000096010","FBgn0053895","n:m",NA
"ENSMUSG00000096010","FBgn0053893","n:m",NA
"ENSMUSG00000096010","FBgn0053891","n:m",NA
"ENSMUSG00000096010","FBgn0053889","n:m",NA
"ENSMUSG00000096010","FBgn0053887","n:m",NA
"ENSMUSG00000096010","FBgn0053885","n:m",NA
"ENSMUSG00000096010","FBgn0053883","n:m",NA
"ENSMUSG00000096010","FBgn0053881","n:m",NA
"ENSMUSG00000096010","FBgn0053879","n:m",NA
"ENSMUSG00000096010","FBgn0053877","n:m",NA
"ENSMUSG00000096010","FBgn0053875","n:m",NA
"ENSMUSG00000096010","FBgn0053873","n:m",NA
"ENSMUSG00000096010","FBgn0053871","n:m",NA
"ENSMUSG00000096010","FBgn0053869","n:m",NA
"ENSMUSG00000096010","FBgn0013981","n:m",NA
"ENSMUSG00000060032","FBgn0051618","n:m",862331
"ENSMUSG00000060032","FBgn0053808","n:m",NA
"ENSMUSG00000060032","FBgn0053814","n:m",NA
"ENSMUSG00000060032","FBgn0053817","n:m",NA
"ENSMUSG00000060032","FBgn0053820","n:m",NA
"ENSMUSG00000060032","FBgn0053823","n:m",NA
"ENSMUSG00000060032","FBgn0053826","n:m",NA
"ENSMUSG00000060032","FBgn0053829","n:m",NA
"ENSMUSG00000060032","FBgn0053832","n:m",NA
"ENSMUSG00000060032","FBgn0053835","n:m",NA
"ENSMUSG00000060032","FBgn0053838","n:m",NA
"ENSMUSG00000060032","FBgn0053841","n:m",NA
"ENSMUSG00000060032","FBgn0053844","n:m",NA
"ENSMUSG00000060032","FBgn0053847","n:m",NA
"ENSMUSG00000060032","FBgn0053850","n:m",NA
"ENSMUSG00000060032","FBgn0053853","n:m",NA
"ENSMUSG00000060032","FBgn0053856","n:m",NA
"ENSMUSG00000060032","FBgn0053859","n:m",NA
"ENSMUSG00000060032","FBgn0053862","n:m",NA
"ENSMUSG00000060032","FBgn0053865","n:m",NA
"ENSMUSG00000030216","FBgn0024998","1:1",547604
"ENSMUSG00000030220","FBgn0036921","n:1",NA
"ENSMUSG00000015766","FBgn0029095","n:m",855176
"ENSMUSG00000015766","FBgn0038466","n:m",NA
"ENSMUSG00000030224","FBgn0034876","1:1",547123
"ENSMUSG00000030225","FBgn0033735","1:1",786089
"ENSMUSG00000008540","FBgn0053177","1:m",NA
"ENSMUSG00000008540","FBgn0053178","1:m",NA
"ENSMUSG00000046717","FBgn0051852","n:1",NA
"ENSMUSG00000030236","FBgn0050277","n:m",NA
"ENSMUSG00000030236","FBgn0034716","n:m",550775
"ENSMUSG00000030237","FBgn0050277","n:m",NA
"ENSMUSG00000030237","FBgn0034716","n:m",NA
"ENSMUSG00000079263","FBgn0050277","n:m",NA
"ENSMUSG00000079263","FBgn0034716","n:m",NA
"ENSMUSG00000063975","FBgn0050277","n:m",NA
"ENSMUSG00000063975","FBgn0034716","n:m",NA
"ENSMUSG00000041671","FBgn0032846","1:1",510562
"ENSMUSG00000030245","FBgn0052576","1:1",NA
"ENSMUSG00000030244","FBgn0266064","n:1",NA
"ENSMUSG00000030246","FBgn0001258","n:1",NA
"ENSMUSG00000030279","FBgn0039187","1:1",823448
"ENSMUSG00000030275","FBgn0000536","n:1",647589
"ENSMUSG00000030268","FBgn0030482","1:1",862864
"ENSMUSG00000040370","FBgn0040985","1:1",765307
"ENSMUSG00000030265","FBgn0003205","n:1",522131
"ENSMUSG00000067338","FBgn0003884","n:m",NA
"ENSMUSG00000067338","FBgn0003885","n:m",NA
"ENSMUSG00000030287","FBgn0010051","n:1",NA
"ENSMUSG00000040250","FBgn0020407","1:1",847008
"ENSMUSG00000030291","FBgn0040020","1:1",844134
"ENSMUSG00000001630","FBgn0003744","n:1",547416
"ENSMUSG00000040112","FBgn0035374","1:1",834140
"ENSMUSG00000030303","FBgn0034145","1:1",NA
"ENSMUSG00000030304","FBgn0024983","1:1",542411
"ENSMUSG00000040029","FBgn0026252","n:1",NA
"ENSMUSG00000030313","FBgn0035229","n:1",NA
"ENSMUSG00000003452","FBgn0000183","n:1",845258
"ENSMUSG00000054753","FBgn0036493","n:m",NA
"ENSMUSG00000054753","FBgn0036764","n:m",NA
"ENSMUSG00000008373","FBgn0036487","1:1",801510
"ENSMUSG00000035632","FBgn0033029","1:1",547224
"ENSMUSG00000078813","FBgn0037809","1:1",548290
"ENSMUSG00000035596","FBgn0031815","1:1",525813
"ENSMUSG00000006333","FBgn0010408","1:1",838800
"ENSMUSG00000030428","FBgn0261444","n:m",741000
"ENSMUSG00000030428","FBgn0015558","n:m",NA
"ENSMUSG00000035458","FBgn0004028","n:1",551341
"ENSMUSG00000046456","FBgn0025624","n:1",NA
"ENSMUSG00000030432","FBgn0035422","1:1",817542
"ENSMUSG00000060860","FBgn0030863","1:1",NA
"ENSMUSG00000030435","FBgn0005411","1:1",547260
"ENSMUSG00000035203","FBgn0028582","1:1",NA
"ENSMUSG00000002266","FBgn0030316","1:1",NA
"ENSMUSG00000070837","FBgn0000147","n:1",NA
"ENSMUSG00000000605","FBgn0036566","n:1",NA
"ENSMUSG00000012848","FBgn0002590","1:1",862972
"ENSMUSG00000033961","FBgn0038765","1:1",NA
"ENSMUSG00000033916","FBgn0039402","1:1",775714
"ENSMUSG00000005575","FBgn0035853","1:1",840734
"ENSMUSG00000056394","FBgn0262619","1:1",733639
"ENSMUSG00000041560","FBgn0030061","1:1",495640
"ENSMUSG00000006024","FBgn0250791","n:1",865173
"ENSMUSG00000030376","FBgn0013995","n:1",NA
"ENSMUSG00000006019","FBgn0052533","1:1",846770
"ENSMUSG00000052833","FBgn0029512","1:1",755018
"ENSMUSG00000058230","FBgn0026375","n:1",NA
"ENSMUSG00000008036","FBgn0043012","1:1",839321
"ENSMUSG00000048920","FBgn0034567","1:1",815602
"ENSMUSG00000041187","FBgn0038603","n:1",NA
"ENSMUSG00000019370","FBgn0000253","n:1",NA
"ENSMUSG00000003099","FBgn0005777","1:1",547139
"ENSMUSG00000030413","FBgn0043576","1:m",NA
"ENSMUSG00000030413","FBgn0033327","1:m",NA
"ENSMUSG00000030413","FBgn0043575","1:m",NA
"ENSMUSG00000030411","FBgn0261552","n:1",NA
"ENSMUSG00000044030","FBgn0030400","n:1",824766
"ENSMUSG00000023118","FBgn0037371","1:1",860280
"ENSMUSG00000040866","FBgn0034957","n:1",NA
"ENSMUSG00000040824","FBgn0261789","1:1",753714
"ENSMUSG00000052214","FBgn0264741","1:m",709372
"ENSMUSG00000052214","FBgn0264740","1:m",NA
"ENSMUSG00000030402","FBgn0035143","1:m",551359
"ENSMUSG00000030402","FBgn0035425","1:m",NA
"ENSMUSG00000003549","FBgn0028434","1:1",803463
"ENSMUSG00000030400","FBgn0261850","1:1",744143
"ENSMUSG00000061028","FBgn0039215","1:1",547985
"ENSMUSG00000002981","FBgn0031590","1:1",832832
"ENSMUSG00000002984","FBgn0033074","n:m",NA
"ENSMUSG00000002984","FBgn0016041","n:m",814818
"ENSMUSG00000040525","FBgn0020224","1:1",762059
"ENSMUSG00000051768","FBgn0026751","1:1",857786
"ENSMUSG00000064254","FBgn0050022","1:1",662020
"ENSMUSG00000040952","FBgn0010412","1:1",829070
"ENSMUSG00000003380","FBgn0033468","1:1",530945
"ENSMUSG00000040907","FBgn0002921","n:1",523655
"ENSMUSG00000046541","FBgn0032295","1:1",NA
"ENSMUSG00000005447","FBgn0025809","n:1",NA
"ENSMUSG00000045039","FBgn0031981","1:1",551114
"ENSMUSG00000003123","FBgn0034491","1:1",675197
"ENSMUSG00000060376","FBgn0037709","1:1",858256
"ENSMUSG00000061286","FBgn0037815","1:1",847595
"ENSMUSG00000063439","FBgn0261683","1:1",777876
"ENSMUSG00000002603","FBgn0031461","1:1",NA
"ENSMUSG00000002608","FBgn0032017","1:1",547678
"ENSMUSG00000053291","FBgn0016701","n:1",522115
"ENSMUSG00000061479","FBgn0003449","n:1",531052
"ENSMUSG00000003762","FBgn0052649","n:1",777442
"ENSMUSG00000040466","FBgn0037749","1:1",NA
"ENSMUSG00000003363","FBgn0032923","1:1",846256
"ENSMUSG00000004056","FBgn0010379","n:1",NA
"ENSMUSG00000063047","FBgn0022720","n:1",NA
"ENSMUSG00000030603","FBgn0028686","1:1",848759
"ENSMUSG00000046865","FBgn0003062","1:1",850903
"ENSMUSG00000002409","FBgn0259168","1:1",NA
"ENSMUSG00000003438","FBgn0032971","1:1",NA
"ENSMUSG00000003435","FBgn0040273","1:1",547071
"ENSMUSG00000037563","FBgn0034743","1:1",783840
"ENSMUSG00000003444","FBgn0001276","1:1",761056
"ENSMUSG00000003437","FBgn0010750","1:1",850456
"ENSMUSG00000060791","FBgn0028894","n:1",NA
"ENSMUSG00000030600","FBgn0011828","1:1",NA
"ENSMUSG00000037469","FBgn0030245","1:1",NA
"ENSMUSG00000045948","FBgn0003714","1:1",809593
"ENSMUSG00000015149","FBgn0038788","1:1",653863
"ENSMUSG00000015165","FBgn0003435","n:1",NA
"ENSMUSG00000053898","FBgn0031092","1:1",547177
"ENSMUSG00000053964","FBgn0031213","n:m",NA
"ENSMUSG00000053964","FBgn0031214","n:m",847055
"ENSMUSG00000054808","FBgn0000667","n:1",NA
"ENSMUSG00000053565","FBgn0034654","1:1",773271
"ENSMUSG00000037337","FBgn0026064","1:m",NA
"ENSMUSG00000037337","FBgn0026063","1:m",NA
"ENSMUSG00000030592","FBgn0011286","n:1",NA
"ENSMUSG00000030591","FBgn0028693","1:1",822819
"ENSMUSG00000062040","FBgn0037931","n:1",NA
"ENSMUSG00000006095","FBgn0034451","1:1",818795
"ENSMUSG00000019738","FBgn0004855","1:1",859899
"ENSMUSG00000042831","FBgn0032259","1:1",526392
"ENSMUSG00000036915","FBgn0003285","n:1",NA
"ENSMUSG00000006649","FBgn0024189","1:m",551577
"ENSMUSG00000006649","FBgn0029082","1:m",NA
"ENSMUSG00000036854","FBgn0011296","n:1",NA
"ENSMUSG00000036835","FBgn0053198","1:1",530850
"ENSMUSG00000036751","FBgn0031066","1:1",762597
"ENSMUSG00000006315","FBgn0015338","1:1",671006
"ENSMUSG00000052997","FBgn0029113","1:1",825357
"ENSMUSG00000002635","FBgn0038055","1:1",855515
"ENSMUSG00000036427","FBgn0003074","1:1",744093
"ENSMUSG00000066568","FBgn0041775","1:1",547574
"ENSMUSG00000030499","FBgn0034636","n:1",NA
"ENSMUSG00000060402","FBgn0031697","1:m",NA
"ENSMUSG00000060402","FBgn0035287","1:m",NA
"ENSMUSG00000063931","FBgn0000455","1:1",719974
"ENSMUSG00000063808","FBgn0036386","1:1",832174
"ENSMUSG00000030494","FBgn0026374","n:1",NA
"ENSMUSG00000030492","FBgn0030574","1:1",756779
"ENSMUSG00000030491","FBgn0037205","1:1",811805
"ENSMUSG00000034875","FBgn0032790","1:1",834094
"ENSMUSG00000030417","FBgn0036580","1:1",NA
"ENSMUSG00000044452","FBgn0037923","1:1",NA
"ENSMUSG00000054676","FBgn0037562","1:m",NA
"ENSMUSG00000054676","FBgn0023530","1:m",805338
"ENSMUSG00000030423","FBgn0035831","1:1",495262
"ENSMUSG00000068959","FBgn0028647","1:1",NA
"ENSMUSG00000074165","FBgn0022720","n:1",NA
"ENSMUSG00000004610","FBgn0039697","n:1",744060
