mouse_ID,drosophila_ID,baboon_ID,human_ID,rat_ID,zebrafish_ID,anopheles_ID,aedes_ID
ENSMUSG00000059447,FBgn0025352,ENSPANG00000020735,ELAVL4,ENSRNOG00000023892,ENSDARG00000091446,AGAP003913,AAEL013274
ENSMUSG00000075703,FBgn0031948,,AGBL4,ENSRNOG00000050724,ENSDARG00000089823,AGAP012198,AAEL003873
ENSMUSG00000075703,FBgn0053116,ENSPANG00000020702,CMPK1,ENSRNOG00000046788,ENSDARG00000091011,AGAP012895,
ENSMUSG00000073102,FBgn0030004,ENSPANG00000016805,CYP4X1,ENSRNOG00000049173,ENSDARG00000087472,AGAP003911,AAEL005839
ENSMUSG00000062372,FBgn0266757,ENSPANG00000019394,ATPAF1,ENSRNOG00000042970,ENSDARG00000089044,AGAP003913,AAEL004733
ENSMUSG00000049265,FBgn0037690,ENSPANG00000020615,MOB3C,ENSRNOG00000042105,ENSDARG00000089684,AGAP012198,AAEL010738
ENSMUSG00000049265,FBgn0038165,ENSPANG00000020609,UQCRH,ENSRNOG00000020836,ENSDARG00000070285,AGAP012895,AAEL010912
ENSMUSG00000029175,FBgn0260744,ENSPANG00000020570,UQCRHL,ENSRNOG00000020860,ENSDARG00000087236,AGAP003911,AAEL010912
ENSMUSG00000038828,FBgn0053129,ENSPANG00000009673,UQCRH,ENSRNOG00000020869,ENSDARG00000061547,AGAP003913,AAEL007200
ENSMUSG00000029162,FBgn0036161,ENSPANG00000018453,UQCRHL,ENSRNOG00000020893,ENSDARG00000105352,AGAP012198,AAEL006019
ENSMUSG00000029162,FBgn0036942,ENSPANG00000015126,RAD54L,ENSRNOG00000053812,ENSDARG00000101249,AGAP012895,AAEL006019
ENSMUSG00000045302,FBgn0031779,ENSPANG00000017058,PIK3R3,ENSRNOG00000020979,ENSDARG00000099920,AGAP003911,AAEL006019
ENSMUSG00000013629,FBgn0003189,,PIK3R3,ENSRNOG00000053812,ENSDARG00000086614,AGAP003913,AAEL001088
ENSMUSG00000107283,FBgn0039930,ENSPANG00000018057,IPP,ENSRNOG00000021026,ENSDARG00000105353,AGAP012198,AAEL011578
ENSMUSG00000029145,FBgn0034858,ENSPANG00000008028,PRDX1,ENSRNOG00000021042,ENSDARG00000105382,AGAP012895,AAEL009092
ENSMUSG00000029146,FBgn0032191,ENSPANG00000009494,UROD,ENSRNOG00000021081,ENSDARG00000105318,AGAP003911,AAEL009092
ENSMUSG00000029148,FBgn0027497,ENSPANG00000024709,EIF2B3,ENSRNOG00000021088,ENSDARG00000105376,AGAP003913,AAEL004295
ENSMUSG00000038564,FBgn0035317,ENSPANG00000021684,PTCH2,ENSRNOG00000021120,ENSDARG00000105482,AGAP012198,AAEL001345
ENSMUSG00000064037,FBgn0040346,ENSPANG00000006294,,ENSRNOG00000048617,ENSDARG00000105355,AGAP012895,AAEL011597
ENSMUSG00000029141,FBgn0038640,ENSPANG00000009065,TMEM53,ENSRNOG00000049385,ENSDARG00000105409,AGAP003911,AAEL011749
ENSMUSG00000106918,FBgn0040907,ENSPANG00000004985,RNF220,ENSRNOG00000025629,ENSDARG00000101114,AGAP003913,
ENSMUSG00000029136,FBgn0025640,ENSPANG00000019416,DMAP1,ENSRNOG00000049921,ENSDARG00000075366,AGAP012198,AAEL004344
ENSMUSG00000014956,FBgn0000711,ENSPANG00000022869,ATP6V0B,ENSRNOG00000024845,ENSDARG00000088420,AGAP012895,AAEL011981
ENSMUSG00000023452,FBgn0026576,ENSPANG00000016947,DPH2,ENSRNOG00000023816,ENSDARG00000086555,AGAP003911,AAEL012234
ENSMUSG00000037426,FBgn0035227,ENSPANG00000014645,IPO13,ENSRNOG00000021173,ENSDARG00000090149,AGAP003913,AAEL012234
ENSMUSG00000037373,FBgn0020496,ENSPANG00000001259,PTPRF,ENSRNOG00000021181,ENSDARG00000087543,AGAP012198,AAEL012234
ENSMUSG00000079562,FBgn0051357,ENSPANG00000017188,HYI,ENSRNOG00000021185,ENSDARG00000097103,AGAP012895,AAEL012234
ENSMUSG00000019295,FBgn0037241,ENSPANG00000021732,MED8,ENSRNOG00000022146,ENSDARG00000089737,AGAP003911,AAEL006362
ENSMUSG00000057406,FBgn0039559,ENSPANG00000000816,CDC20,ENSRNOG00000052845,ENSDARG00000087670,AGAP003913,AAEL006177
ENSMUSG00000037224,FBgn0039492,ENSPANG00000017328,CFAP57,ENSRNOG00000051758,ENSDARG00000090941,AGAP012198,AAEL013150
ENSMUSG00000029106,FBgn0263391,ENSPANG00000002301,EBNA1BP2,ENSRNOG00000060492,ENSDARG00000076930,AGAP012895,AAEL001603
ENSMUSG00000001082,FBgn0028468,ENSPANG00000021142,SLC2A1,ENSRNOG00000059748,ENSDARG00000090591,AGAP003911,AAEL015560
ENSMUSG00000036693,FBgn0010926,ENSPANG00000017772,PPIH,ENSRNOG00000052594,ENSDARG00000091446,AGAP003913,AAEL007375
ENSMUSG00000029103,FBgn0037756,ENSPANG00000015808,PPCS,ENSRNOG00000048317,ENSDARG00000089823,AGAP012198,AAEL010328
ENSMUSG00000029098,FBgn0031813,ENSPANG00000022510,CTPS1,ENSRNOG00000030736,ENSDARG00000091011,AGAP012895,AAEL002160
ENSMUSG00000029098,FBgn0032775,ENSPANG00000009847,ZMPSTE24,ENSRNOG00000052555,ENSDARG00000087472,AGAP003911,AAEL015120
ENSMUSG00000029198,FBgn0014877,ENSPANG00000015943,PPT1,ENSRNOG00000033045,ENSDARG00000089044,AGAP003913,AAEL005795
ENSMUSG00000029196,FBgn0037555,ENSPANG00000025496,CAP1,ENSRNOG00000010386,ENSDARG00000089684,AGAP012198,AAEL004300
ENSMUSG00000060708,FBgn0036105,ENSPANG00000005065,TRIT1,ENSRNOG00000022146,ENSDARG00000070285,AGAP012895,AAEL003344
ENSMUSG00000039474,FBgn0039003,ENSPANG00000006852,,ENSRNOG00000052845,ENSDARG00000087236,AGAP003911,AAEL010467
ENSMUSG00000029123,FBgn0052944,ENSPANG00000023382,OXCT2,ENSRNOG00000051758,ENSDARG00000061547,AGAP003913,
ENSMUSG00000029125,FBgn0039212,ENSPANG00000017398,PPIE,ENSRNOG00000060492,ENSDARG00000105352,AGAP012198,AAEL010405
ENSMUSG00000029127,FBgn0029822,ENSPANG00000005064,PABPC4,ENSRNOG00000059748,ENSDARG00000101249,AGAP012895,AAEL013294
ENSMUSG00000051596,FBgn0031514,ENSPANG00000010035,,ENSRNOG00000052594,ENSDARG00000099920,AGAP003911,AAEL013294
ENSMUSG00000005103,FBgn0260049,ENSPANG00000015022,MACF1,ENSRNOG00000048317,ENSDARG00000086614,AGAP003913,AAEL013294
ENSMUSG00000061755,FBgn0263132,ENSPANG00000000829,AKIRIN1,ENSRNOG00000030736,ENSDARG00000105353,AGAP012198,AAEL010665
ENSMUSG00000039765,FBgn0263113,ENSPANG00000024384,RHBDL2,ENSRNOG00000052555,ENSDARG00000105382,AGAP012895,AAEL005038
ENSMUSG00000033036,FBgn0033089,,RRAGC,ENSRNOG00000033045,ENSDARG00000105318,AGAP003911,AAEL011038
ENSMUSG00000029086,FBgn0026189,ENSPANG00000012837,SF3A3,ENSRNOG00000010386,ENSDARG00000105376,AGAP003913,AAEL013381
ENSMUSG00000015806,FBgn0035964,ENSPANG00000007442,INPP5B,ENSRNOG00000022146,ENSDARG00000105482,AGAP012198,AAEL011038
ENSMUSG00000015880,FBgn0259876,ENSPANG00000016224,YRDC,ENSRNOG00000052845,ENSDARG00000105355,AGAP012895,AAEL013381
ENSMUSG00000029169,FBgn0033160,ENSPANG00000020436,GNL2,ENSRNOG00000051758,ENSDARG00000105409,AGAP003911,AAEL009051
ENSMUSG00000029173,FBgn0037347,ENSPANG00000021269,DNALI1,ENSRNOG00000060492,ENSDARG00000101114,AGAP003913,AAEL009677
ENSMUSG00000029186,FBgn0037339,ENSPANG00000008589,MAP7D1,ENSRNOG00000059748,ENSDARG00000075366,AGAP012198,AAEL003662
ENSMUSG00000029179,FBgn0033948,ENSPANG00000013030,TRAPPC3,ENSRNOG00000052594,ENSDARG00000088420,AGAP012895,AAEL004053
ENSMUSG00000029176,FBgn0052707,ENSPANG00000019446,COL8A2,ENSRNOG00000048317,ENSDARG00000086555,AGAP003911,
ENSMUSG00000039191,FBgn0004837,ENSPANG00000016189,TEKT2,ENSRNOG00000030736,ENSDARG00000090149,AGAP003913,AAEL010043
ENSMUSG00000029193,FBgn0030954,ENSPANG00000009828,AGO3,ENSRNOG00000052555,ENSDARG00000087543,AGAP012198,AAEL006490
ENSMUSG00000039178,FBgn0031690,ENSPANG00000022369,AGO1,ENSRNOG00000033045,ENSDARG00000097103,AGAP012895,AAEL005461
ENSMUSG00000089992,FBgn0004057,,AGO4,ENSRNOG00000010386,ENSDARG00000089737,AGAP003911,AAEL011995
ENSMUSG00000029171,FBgn0033377,ENSPANG00000012691,CLSPN,ENSRNOG00000022146,ENSDARG00000087670,AGAP003913,AAEL009302
ENSMUSG00000051498,FBgn0032095,ENSPANG00000009851,PSMB2,ENSRNOG00000052845,ENSDARG00000090941,AGAP012198,AAEL010450
ENSMUSG00000029185,FBgn0038360,ENSPANG00000024243,NCDN,ENSRNOG00000051758,ENSDARG00000076930,AGAP012895,AAEL011425
ENSMUSG00000054920,FBgn0030114,ENSPANG00000015131,KIAA0319L,ENSRNOG00000060492,ENSDARG00000090591,AGAP003911,AAEL002339
ENSMUSG00000037890,FBgn0034452,ENSPANG00000015881,ZNF362,ENSRNOG00000059748,ENSDARG00000091446,AGAP003913,
ENSMUSG00000029191,FBgn0004913,ENSPANG00000007563,AZIN2,ENSRNOG00000052594,ENSDARG00000089823,AGAP012198,AAEL015041
ENSMUSG00000047215,FBgn0015756,ENSPANG00000012148,AZIN2,ENSRNOG00000048317,ENSDARG00000091011,AGAP012895,
ENSMUSG00000029199,FBgn0029158,ENSPANG00000012148,AK2,ENSRNOG00000030736,ENSDARG00000087472,AGAP003911,AAEL000695
ENSMUSG00000029201,FBgn0261445,ENSPANG00000016016,YARS,ENSRNOG00000052555,ENSDARG00000089044,AGAP003913,AAEL000695
ENSMUSG00000037822,FBgn0035020,ENSPANG00000016015,RBBP4,ENSRNOG00000033045,ENSDARG00000089684,AGAP012198,
ENSMUSG00000029203,FBgn0015321,ENSPANG00000005726,ZBTB8OS,ENSRNOG00000010386,ENSDARG00000070285,AGAP012895,AAEL002508
ENSMUSG00000029202,FBgn0260012,ENSPANG00000020309,HDAC1,ENSRNOG00000022146,ENSDARG00000087236,AGAP003911,AAEL014762
ENSMUSG00000029223,FBgn0010288,ENSPANG00000019726,EIF3I,ENSRNOG00000052845,ENSDARG00000061547,AGAP003913,AAEL001442
ENSMUSG00000037720,FBgn0266449,ENSPANG00000006513,TMEM234,ENSRNOG00000051758,ENSDARG00000105352,AGAP012198,AAEL003903
ENSMUSG00000029221,FBgn0033762,ENSPANG00000006513,KPNA6,ENSRNOG00000060492,ENSDARG00000101249,AGAP012895,AAEL014220
ENSMUSG00000037685,FBgn0259221,ENSPANG00000012148,TMEM39B,ENSRNOG00000059748,ENSDARG00000099920,AGAP003911,AAEL010712
ENSMUSG00000037653,FBgn0038839,ENSPANG00000004621,PTP4A2,ENSRNOG00000052594,ENSDARG00000086614,AGAP003913,AAEL005712
ENSMUSG00000029158,FBgn0032465,ENSPANG00000004620,PEF1,ENSRNOG00000048317,ENSDARG00000105353,AGAP012198,AAEL009085
ENSMUSG00000029208,FBgn0024182,ENSPANG00000013417,TINAGL1,ENSRNOG00000030736,ENSDARG00000105382,AGAP012895,
ENSMUSG00000029209,FBgn0031717,ENSPANG00000006879,,ENSRNOG00000052555,ENSDARG00000105318,AGAP003911,
ENSMUSG00000029212,FBgn0010240,ENSPANG00000010359,,ENSRNOG00000033045,ENSDARG00000105376,AGAP003913,
ENSMUSG00000046808,FBgn0032120,ENSPANG00000010359,SERINC2,ENSRNOG00000010386,ENSDARG00000105482,AGAP012198,AAEL007481
ENSMUSG00000072889,FBgn0035518,ENSPANG00000014773,SNRNP40,ENSRNOG00000022146,ENSDARG00000105355,AGAP012895,AAEL005626
ENSMUSG00000067220,FBgn0261612,ENSPANG00000014773,NKAIN1,ENSRNOG00000052845,ENSDARG00000105409,AGAP012573,AAEL009634
ENSMUSG00000067219,FBgn0032451,ENSPANG00000016215,MECR,ENSRNOG00000051758,ENSDARG00000101114,AGAP012573,AAEL009634
ENSMUSG00000029217,FBgn0003502,ENSPANG00000016544,SRSF4,ENSRNOG00000060492,ENSDARG00000075366,AGAP012573,AAEL012286
ENSMUSG00000029219,FBgn0030756,ENSPANG00000016459,TAF12,ENSRNOG00000059748,ENSDARG00000088420,AGAP012573,AAEL014867
ENSMUSG00000070733,FBgn0016081,ENSPANG00000009683,TRNAU1AP,ENSRNOG00000052594,ENSDARG00000086555,AGAP012573,
ENSMUSG00000029152,FBgn0034793,ENSPANG00000025493,RCC1,ENSRNOG00000048317,ENSDARG00000090149,AGAP012573,AAEL011830
ENSMUSG00000051674,FBgn0036967,,PHACTR4,ENSRNOG00000030736,ENSDARG00000087543,AGAP012573,AAEL013407
ENSMUSG00000029156,FBgn0038042,ENSPANG00000006048,MED18,ENSRNOG00000052555,ENSDARG00000097103,AGAP012573,AAEL012496
ENSMUSG00000054814,FBgn0039025,ENSPANG00000022091,SESN2,ENSRNOG00000033045,ENSDARG00000089737,AGAP012573,AAEL011022
ENSMUSG00000029227,FBgn0037255,ENSPANG00000010400,ATP5IF1,ENSRNOG00000010386,ENSDARG00000087670,AGAP012573,AAEL011022
ENSMUSG00000029229,FBgn0046247,ENSPANG00000005211,DNAJC8,ENSRNOG00000022146,ENSDARG00000090941,AGAP012573,AAEL005719
ENSMUSG00000062960,FBgn0032006,ENSPANG00000008983,SMPDL3B,ENSRNOG00000052845,ENSDARG00000076930,AGAP012573,AAEL001446
ENSMUSG00000029233,FBgn0032014,ENSPANG00000000692,RPA2,ENSRNOG00000051758,ENSDARG00000090591,AGAP012573,AAEL009911
ENSMUSG00000029234,FBgn0260659,ENSPANG00000018186,STX12,ENSRNOG00000060492,ENSDARG00000091446,AGAP012573,AAEL004347
ENSMUSG00000036435,FBgn0266669,ENSPANG00000019101,FAM76A,ENSRNOG00000059748,ENSDARG00000089823,AGAP012573,AAEL007725
ENSMUSG00000036403,FBgn0036480,ENSPANG00000011248,WASF2,ENSRNOG00000052594,ENSDARG00000091011,AGAP012573,AAEL004333
ENSMUSG00000029246,FBgn0041194,ENSPANG00000004676,TMEM222,ENSRNOG00000048317,ENSDARG00000087472,AGAP012573,AAEL003917
ENSMUSG00000029246,FBgn0004901,ENSPANG00000023453,WDTC1,ENSRNOG00000030736,ENSDARG00000089044,AGAP012573,AAEL000936
ENSMUSG00000029247,FBgn0020513,ENSPANG00000023458,NUDC,ENSRNOG00000052555,ENSDARG00000089684,AGAP012573,AAEL011172
ENSMUSG00000036323,FBgn0038810,ENSPANG00000023446,GPN2,ENSRNOG00000033045,ENSDARG00000070285,AGAP012573,AAEL004185
ENSMUSG00000036285,FBgn0034307,ENSPANG00000023448,ZDHHC18,ENSRNOG00000010386,ENSDARG00000087236,AGAP012573,AAEL006065
ENSMUSG00000029250,FBgn0262955,ENSPANG00000005239,PIGV,ENSRNOG00000022146,ENSDARG00000061547,AGAP012573,AAEL004846
ENSMUSG00000029245,FBgn0025936,ENSPANG00000010442,ARID1A,ENSRNOG00000052845,ENSDARG00000105352,AGAP012573,
ENSMUSG00000029260,FBgn0040262,ENSPANG00000024759,RPS6KA1,ENSRNOG00000051758,ENSDARG00000101249,AGAP012885,
ENSMUSG00000029260,FBgn0026754,ENSPANG00000005182,DHDDS,ENSRNOG00000060492,ENSDARG00000099920,AGAP012885,AAEL001707
ENSMUSG00000029260,FBgn0040259,ENSPANG00000005181,ZNF593,ENSRNOG00000059748,ENSDARG00000086614,AGAP012885,AAEL007431
ENSMUSG00000029260,FBgn0038886,,SLC30A2,ENSRNOG00000052594,ENSDARG00000105353,AGAP012885,AAEL011792
ENSMUSG00000035811,FBgn0026315,ENSPANG00000016694,TMEM50A,ENSRNOG00000048317,ENSDARG00000105382,AGAP012885,AAEL012334
ENSMUSG00000070704,FBgn0040262,,SYF2,ENSRNOG00000030736,ENSDARG00000105318,AGAP012885,AAEL011792
ENSMUSG00000070704,FBgn0026754,ENSPANG00000012147,CLIC4,ENSRNOG00000052555,ENSDARG00000105376,AGAP012885,AAEL012334
ENSMUSG00000070704,FBgn0040259,ENSPANG00000016342,SRRM1,ENSRNOG00000033045,ENSDARG00000105482,AGAP012885,AAEL000942
ENSMUSG00000070704,FBgn0038886,ENSPANG00000007326,HMGCL,ENSRNOG00000010386,ENSDARG00000105355,AGAP012885,AAEL011972
ENSMUSG00000054630,FBgn0040262,ENSPANG00000024942,GALE,ENSRNOG00000022146,ENSDARG00000105409,AGAP012885,AAEL003837
ENSMUSG00000054630,FBgn0026754,ENSPANG00000000452,LYPLA2,ENSRNOG00000052845,ENSDARG00000101114,AGAP012885,AAEL013736
ENSMUSG00000054630,FBgn0040259,ENSPANG00000004935,PITHD1,ENSRNOG00000051758,ENSDARG00000075366,AGAP012885,
ENSMUSG00000054630,FBgn0038886,ENSPANG00000001099,ELOA3,ENSRNOG00000060492,ENSDARG00000088420,AGAP012885,AAEL003532
ENSMUSG00000057425,FBgn0026315,ENSPANG00000010870,ELOA3C,ENSRNOG00000059748,ENSDARG00000086555,AGAP012885,AAEL010254
ENSMUSG00000035780,FBgn0040262,ENSPANG00000010249,ELOA2,ENSRNOG00000052594,ENSDARG00000090149,AGAP012885,AAEL000924
ENSMUSG00000035780,FBgn0026754,ENSPANG00000011987,ELOA3B,ENSRNOG00000048317,ENSDARG00000087543,AGAP012885,AAEL001177
ENSMUSG00000035780,FBgn0040259,ENSPANG00000000725,ELOA3D,ENSRNOG00000030736,ENSDARG00000097103,AGAP012885,AAEL003125
ENSMUSG00000035780,FBgn0038886,ENSPANG00000020232,RPL11,ENSRNOG00000052555,ENSDARG00000089737,AGAP012885,
ENSMUSG00000061906,FBgn0040262,ENSPANG00000017760,ZNF436,ENSRNOG00000033045,ENSDARG00000087670,AGAP012885,AAEL006080
ENSMUSG00000061906,FBgn0026754,ENSPANG00000010201,KDM1A,ENSRNOG00000010386,ENSDARG00000090941,AGAP012885,AAEL000042
ENSMUSG00000061906,FBgn0040259,ENSPANG00000010201,EPHB2,ENSRNOG00000022146,ENSDARG00000076930,AGAP012885,
ENSMUSG00000061906,FBgn0038886,ENSPANG00000007826,AL031281.2,ENSRNOG00000052845,ENSDARG00000090591,AGAP012885,AAEL004237
ENSMUSG00000106677,FBgn0040262,ENSPANG00000018458,HSPG2,ENSRNOG00000051758,ENSDARG00000091446,AGAP012885,AAEL012355
ENSMUSG00000106677,FBgn0026754,ENSPANG00000008820,ECE1,ENSRNOG00000060492,ENSDARG00000089823,AGAP012573,AAEL007494
ENSMUSG00000106677,FBgn0040259,ENSPANG00000008820,KIF17,ENSRNOG00000059748,ENSDARG00000091011,AGAP012573,AAEL003976
ENSMUSG00000106677,FBgn0038886,ENSPANG00000011027,DDOST,ENSRNOG00000052594,ENSDARG00000087472,AGAP012573,
ENSMUSG00000029268,FBgn0040262,ENSPANG00000010198,CDA,ENSRNOG00000048317,ENSDARG00000089044,AGAP012573,AAEL009268
ENSMUSG00000029268,FBgn0026754,ENSPANG00000022090,MUL1,ENSRNOG00000030736,ENSDARG00000089684,AGAP012573,AAEL010403
ENSMUSG00000029268,FBgn0040259,ENSPANG00000004961,MINOS1,ENSRNOG00000052555,ENSDARG00000070285,AGAP012573,AAEL001144
ENSMUSG00000029268,FBgn0038886,ENSPANG00000022149,CAPZB,ENSRNOG00000033045,ENSDARG00000087236,AGAP012573,AAEL004559
ENSMUSG00000029273,FBgn0265052,ENSPANG00000016304,MRTO4,ENSRNOG00000010386,ENSDARG00000061547,AGAP012573,
ENSMUSG00000064156,FBgn0051626,ENSPANG00000009495,UBR4,ENSRNOG00000022146,ENSDARG00000105352,AGAP012573,AAEL006068
ENSMUSG00000070697,FBgn0029755,,ALDH4A1,ENSRNOG00000052845,ENSDARG00000101249,AGAP012573,AAEL004917
ENSMUSG00000006262,FBgn0038965,ENSPANG00000017845,RCC2,ENSRNOG00000051758,ENSDARG00000099920,AGAP012573,AAEL009172
ENSMUSG00000035505,FBgn0035960,ENSPANG00000018302,SDHB,ENSRNOG00000060492,ENSDARG00000086614,AGAP012573,AAEL009191
ENSMUSG00000055204,FBgn0016920,ENSPANG00000016371,CROCC,ENSRNOG00000059748,ENSDARG00000105353,AGAP012573,AAEL015233
ENSMUSG00000029376,FBgn0010222,ENSPANG00000017581,ZBTB17,ENSRNOG00000052594,ENSDARG00000105382,AGAP012573,AAEL003546
ENSMUSG00000029405,FBgn0015778,ENSPANG00000011022,SPEN,ENSRNOG00000048317,ENSDARG00000105318,AGAP012573,AAEL008950
ENSMUSG00000029407,FBgn0040087,,SLC25A34,ENSRNOG00000030736,ENSDARG00000105376,AGAP012573,
ENSMUSG00000029410,FBgn0265959,,SLC25A34,ENSRNOG00000052555,ENSDARG00000105482,AGAP012573,
ENSMUSG00000029415,FBgn0033379,ENSPANG00000006246,SLC25A34,ENSRNOG00000033045,ENSDARG00000105355,AGAP012573,AAEL010066
ENSMUSG00000034826,FBgn0033737,ENSPANG00000006246,RSC1A1,ENSRNOG00000010386,ENSDARG00000105409,AGAP012573,AAEL010066
ENSMUSG00000029426,FBgn0035290,ENSPANG00000004189,EFHD2,ENSRNOG00000022146,ENSDARG00000101114,AGAP012573,AAEL004991
ENSMUSG00000050050,FBgn0013765,ENSPANG00000021917,KAZN,ENSRNOG00000052845,ENSDARG00000075366,AGAP012573,AAEL012279
ENSMUSG00000058013,FBgn0026361,ENSPANG00000004701,VPS13D,ENSRNOG00000051758,ENSDARG00000088420,AGAP012573,AAEL007847
ENSMUSG00000058013,FBgn0014029,ENSPANG00000018885,ZNF34,ENSRNOG00000060492,ENSDARG00000086555,AGAP012573,AAEL011112
ENSMUSG00000034724,FBgn0011725,ENSPANG00000013407,ZNF34,ENSRNOG00000059748,ENSDARG00000090149,AGAP002691,AAEL011112
ENSMUSG00000029486,FBgn0037566,ENSPANG00000010291,ZNF34,ENSRNOG00000052594,ENSDARG00000087543,AGAP012416,AAEL007563
ENSMUSG00000055725,FBgn0038256,ENSPANG00000014470,MFN2,ENSRNOG00000048317,ENSDARG00000097103,AGAP009016,AAEL007563
ENSMUSG00000046000,FBgn0263251,ENSPANG00000020308,PLOD1,ENSRNOG00000030736,ENSDARG00000089737,AGAP006365,AAEL008693
ENSMUSG00000050553,FBgn0025592,ENSPANG00000015728,AGTRAP,ENSRNOG00000052555,ENSDARG00000087670,AGAP007812,AAEL011256
ENSMUSG00000057816,FBgn0038122,ENSPANG00000008052,MAD2L2,ENSRNOG00000033045,ENSDARG00000090941,AGAP002394,AAEL002107
ENSMUSG00000089809,FBgn0037188,ENSPANG00000013405,UBIAD1,ENSRNOG00000010386,ENSDARG00000076930,AGAP002758,AAEL003670
ENSMUSG00000000568,FBgn0263396,ENSPANG00000017057,MTOR,ENSRNOG00000022146,ENSDARG00000090591,AGAP011252,AAEL006180
ENSMUSG00000029328,FBgn0263396,ENSPANG00000018059,SRM,ENSRNOG00000052845,ENSDARG00000091446,AGAP008195,AAEL007323
ENSMUSG00000029326,FBgn0037305,ENSPANG00000018059,TARDBP,ENSRNOG00000051758,ENSDARG00000089823,,AAEL012629
ENSMUSG00000035325,FBgn0033339,ENSPANG00000018059,TARDBP,ENSRNOG00000060492,ENSDARG00000091011,AGAP012717,AAEL005730
ENSMUSG00000035297,FBgn0027054,ENSPANG00000018059,PEX14,ENSRNOG00000059748,ENSDARG00000087472,AGAP001015,AAEL014958
ENSMUSG00000029319,FBgn0037574,ENSPANG00000018059,PGD,ENSRNOG00000052594,ENSDARG00000089044,AGAP005847,AAEL004625
ENSMUSG00000035266,FBgn0002899,ENSPANG00000018059,KIF1B,ENSRNOG00000048317,ENSDARG00000089684,AGAP006654,AAEL005495
ENSMUSG00000016833,FBgn0039765,ENSPANG00000018059,UBE4B,ENSRNOG00000030736,ENSDARG00000070285,AGAP006654,
ENSMUSG00000029314,FBgn0034971,ENSPANG00000018059,NMNAT1,ENSRNOG00000052555,ENSDARG00000087236,AGAP006654,AAEL005962
ENSMUSG00000035187,FBgn0000576,ENSPANG00000018059,CLSTN1,ENSRNOG00000033045,ENSDARG00000061547,AGAP006654,AAEL011187
ENSMUSG00000029330,FBgn0010350,ENSPANG00000018059,PIK3CD,ENSRNOG00000010386,ENSDARG00000105352,AGAP006654,AAEL002912
ENSMUSG00000043940,FBgn0043362,ENSPANG00000018059,CA6,ENSRNOG00000022146,ENSDARG00000101249,AGAP006654,
ENSMUSG00000046709,FBgn0000229,ENSPANG00000018059,ENO1,ENSRNOG00000052845,ENSDARG00000099920,AGAP006654,AAEL007080
ENSMUSG00000029321,FBgn0030756,ENSPANG00000018059,SLC45A1,ENSRNOG00000051758,ENSDARG00000086614,AGAP006654,AAEL000854
ENSMUSG00000029313,FBgn0041111,ENSPANG00000018059,PARK7,ENSRNOG00000060492,ENSDARG00000105353,AGAP001146,AAEL012561
ENSMUSG00000029310,FBgn0036648,,PARK7,ENSRNOG00000059748,ENSDARG00000105382,AGAP005091,AAEL003801
ENSMUSG00000079065,FBgn0031390,,CAMTA1,ENSRNOG00000052594,ENSDARG00000105318,AGAP005088,
ENSMUSG00000029283,FBgn0032677,ENSPANG00000018452,DNAJC11,ENSRNOG00000048317,ENSDARG00000105376,,AAEL004064
ENSMUSG00000029283,FBgn0028360,,HES2,ENSRNOG00000030736,ENSDARG00000105482,AGAP002858,AAEL002694
ENSMUSG00000033794,FBgn0052699,,HES2,ENSRNOG00000052555,ENSDARG00000105355,AGAP012288,
ENSMUSG00000029276,FBgn0050496,ENSPANG00000011780,HES2,ENSRNOG00000033045,ENSDARG00000105409,AGAP000823,AAEL007019
ENSMUSG00000029275,FBgn0000233,,ICMT,ENSRNOG00000010386,ENSDARG00000101114,AGAP004937,AAEL002377
ENSMUSG00000058558,FBgn0064225,ENSPANG00000007987,CHD5,ENSRNOG00000022146,ENSDARG00000075366,AGAP002219,
ENSMUSG00000063406,FBgn0264389,ENSPANG00000001165,KCNAB2,ENSRNOG00000052845,ENSDARG00000088420,AGAP002305,AAEL010143
ENSMUSG00000029265,FBgn0028926,ENSPANG00000017314,CEP104,ENSRNOG00000051758,ENSDARG00000086555,AGAP001328,AAEL010559
ENSMUSG00000029263,FBgn0033187,,MEGF6,ENSRNOG00000060492,ENSDARG00000090149,AGAP008497,AAEL008800
ENSMUSG00000033623,FBgn0002283,ENSPANG00000020307,MMEL1,ENSRNOG00000059748,ENSDARG00000087543,AGAP006451,AAEL001610
ENSMUSG00000062234,FBgn0037218,ENSPANG00000024239,PEX10,ENSRNOG00000052594,ENSDARG00000097103,,AAEL008605
ENSMUSG00000004815,FBgn0051140,ENSPANG00000019415,RER1,ENSRNOG00000048317,ENSDARG00000089737,AGAP000248,AAEL007331
ENSMUSG00000033540,FBgn0032343,ENSPANG00000009640,GNB1,ENSRNOG00000030736,ENSDARG00000087670,AGAP006141,AAEL012493
ENSMUSG00000090015,FBgn0038047,ENSPANG00000011832,NADK,ENSRNOG00000052555,ENSDARG00000090941,AGAP007524,AAEL008250
ENSMUSG00000033434,FBgn0039339,ENSPANG00000007917,NADK,ENSRNOG00000033045,ENSDARG00000076930,AGAP007046,
ENSMUSG00000029500,FBgn0035004,,MIB2,ENSRNOG00000010386,ENSDARG00000090591,AGAP001874,
ENSMUSG00000029500,FBgn0023517,ENSPANG00000009064,SSU72,ENSRNOG00000022146,ENSDARG00000091446,AGAP001138,AAEL012409
